GEOID,State Name,County Name,Year,TOTALPOP,TOTALHHOLD,QAGEDEP,QFEMALE,MEDAGE,QBLACK,QNATAM,QASIAN,QHISP,QFAM,QSNGPKIDS,QFHH,QFEMLBR,QED12LES,QRICH200K,QSSBEN,PERCAP,QCVLUN,QSERV,QEXTRCT,QRENTER,PPUNIT,QMOHO,QNOAUTO,QHSEBRDN,QUNINSUR,QESL,QPOVTY,QDISABLE,QUNOCCHU,MDGRENT,MDHSEVAL,SoVI_Score,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,SoVI_Score_Weighted
47001020100,Tennessee,Anderson ,2019,3196,1510,0.2369,0.5332,34.6,0.1974,0.0025,0.0491,0.0391,0.4844,0.5156,0.1523,0.5039,0.0696,0.0113,0.2583,26962.0,0.0317,0.2866,0.0,0.7364,2.11,0.0,0.1199,0.2662,0.1036,0.0265,0.1959,0.1665,0.1639,796,163200,0.588777426706416,0.756080557390125,-0.2869750233819177,0.21900111340015807,-0.6359211172825315,0.5365918965805822,0.2838270903548046
47001020201,Tennessee,Anderson ,2019,4080,1712,0.2341,0.5194,44.9,0.0358,0.0017,0.102,0.0184,0.8127,0.1873,0.0812,0.4761,0.0274,0.1419,0.3014,49868.0,0.0185,0.0984,0.0,0.3382,2.32,0.0037,0.0152,0.1005,0.0483,0.0457,0.0468,0.0816,0.0985,970,276000,-2.2971143694172915,-0.5735595224650989,0.3314352582841298,0.2033527420053685,-2.254411632174038,-0.003931215067652912,-0.2990918030233475
47001020202,Tennessee,Anderson ,2019,3973,1731,0.3053,0.5303,47.0,0.0206,0.0,0.0297,0.0667,0.946,0.054,0.0485,0.4203,0.0903,0.1023,0.4067,47686.0,0.0442,0.073,0.0,0.357,2.24,0.0,0.1138,0.1837,0.0935,0.0298,0.1822,0.206,0.1654,1007,194200,-0.07048440242559428,0.22393750654244998,1.6541591708243555,0.37905039217159797,-1.847591216196514,-0.48004025576748355,0.4339455281821736
47001020300,Tennessee,Anderson ,2019,3851,1486,0.2153,0.489,33.7,0.0299,0.0112,0.0,0.0691,0.5175,0.4825,0.183,0.4619,0.0904,0.0114,0.3567,25295.0,0.0112,0.1841,0.0034,0.2537,2.59,0.0153,0.0619,0.0821,0.1231,0.0392,0.0777,0.1641,0.1557,922,107500,-0.0061215030653510305,-0.5129414520680969,-0.42672813906229023,0.269713495892691,0.5045253487155447,0.15930924345680048,-0.25712011290286785
47001020400,Tennessee,Anderson ,2019,4275,1877,0.2653,0.4784,40.6,0.014,0.0119,0.015,0.0538,0.389,0.611,0.17,0.4428,0.1118,0.0176,0.4401,21057.0,0.1402,0.2412,0.0,0.3799,2.24,0.0262,0.0554,0.2706,0.1431,0.0714,0.3348,0.2769,0.1793,631,109900,2.195373121901235,1.097615725917838,1.0248372007597024,0.6300902006683875,-0.14679474168953557,-0.41037526375515737,0.8186961647567438
47001020500,Tennessee,Anderson ,2019,3655,1434,0.1934,0.5209,36.8,0.1464,0.0096,0.0104,0.0785,0.4047,0.5953,0.304,0.5421,0.1707,0.0,0.3347,19769.0,0.0754,0.2485,0.0,0.4909,2.51,0.0,0.0579,0.1562,0.185,0.0543,0.2792,0.2539,0.1796,758,103800,2.9000475784263853,0.5707322744151861,-0.007428375446559247,0.7128810684238676,0.7562918370213038,0.8675707740125871,0.470052850525971
47001020600,Tennessee,Anderson ,2019,2540,917,0.2689,0.5276,41.8,0.0839,0.0,0.0083,0.1059,0.6088,0.3912,0.1287,0.4922,0.0497,0.0589,0.434,32007.0,0.052,0.1976,0.0,0.1843,2.77,0.0059,0.0109,0.0971,0.0636,0.0,0.0791,0.1782,0.1019,881,157100,1.07971927185858,-0.6819999836407411,0.6998740209398157,0.16837252972254105,-0.12257427840966807,1.0160469832466323,-0.03257249437329042
47001020700,Tennessee,Anderson ,2019,1575,571,0.2051,0.4927,44.8,0.0,0.0,0.0,0.0057,0.7483,0.2517,0.1121,0.4568,0.303,0.0053,0.5517,16830.0,0.0563,0.2088,0.0424,0.1454,2.76,0.2703,0.0508,0.1033,0.1232,0.0,0.2654,0.2844,0.2284,542,55100,0.9341367947790358,0.08951733166456267,0.8656110629621651,-0.3560873515609863,1.6116762211863283,-1.276580469473034,0.24846063501568266
47001020800,Tennessee,Anderson ,2019,4909,1888,0.2495,0.5276,47.4,0.002,0.0008,0.002,0.0134,0.4631,0.5369,0.1557,0.4906,0.2608,0.009,0.4375,22604.0,0.0769,0.1972,0.0072,0.3533,2.54,0.1711,0.1038,0.1748,0.1079,0.0006,0.2988,0.2875,0.1103,546,107500,2.3168854453052887,0.5319490570759052,1.1526025256342884,-0.15810695113756187,0.6941521118301628,0.09628870190249368,0.5793023495158364
47001020901,Tennessee,Anderson ,2019,5473,2220,0.2648,0.5008,45.2,0.0009,0.0004,0.0031,0.0015,0.8178,0.1822,0.0662,0.4431,0.1372,0.0374,0.3982,31503.0,0.0497,0.1856,0.0,0.1883,2.41,0.2166,0.0243,0.0631,0.0713,0.0122,0.0644,0.165,0.2091,833,165700,-0.4892691156113211,-0.6049159801238666,0.6620742762159881,-0.3431801561309661,0.2769536699564578,-0.48020092552893434,-0.15584917079397534
47001020902,Tennessee,Anderson ,2019,6568,2459,0.2463,0.5341,41.0,0.0,0.0,0.0,0.0245,0.7601,0.2399,0.1415,0.4878,0.1184,0.039,0.4351,27222.0,0.1035,0.2335,0.0,0.1688,2.67,0.3465,0.035,0.0826,0.0652,0.0059,0.1199,0.1787,0.0689,955,138600,0.7733976632629472,-0.70995387195357,0.4259694281154979,-0.4024867811851149,0.99962514919108,0.4602437390950542,-0.1593614571516514
47001021000,Tennessee,Anderson ,2019,6239,2504,0.2286,0.5342,41.0,0.0184,0.0,0.0,0.0111,0.6049,0.3951,0.1162,0.4401,0.1185,0.0116,0.387,25518.0,0.0204,0.242,0.0,0.252,2.49,0.198,0.0188,0.1873,0.1103,0.0,0.2148,0.1819,0.0465,760,116600,0.6915397065021373,-0.5104058330313672,0.10560598502030866,-0.080680033314934,0.7824155057979201,0.39460408203020975,-0.12889953538369542
47001021100,Tennessee,Anderson ,2019,4118,1649,0.2958,0.5386,49.7,0.0304,0.0,0.0051,0.0172,0.8123,0.1877,0.094,0.4983,0.0559,0.0619,0.4536,36767.0,0.0644,0.1128,0.0056,0.171,2.5,0.0585,0.0285,0.0606,0.0503,0.0055,0.0102,0.1693,0.0895,926,195200,0.529362074574321,-0.9139503795167547,1.246801094450651,-0.35132096411987646,-0.36071657593319134,0.9085488996934927,-0.09005019693332762
47001021201,Tennessee,Anderson ,2019,5231,1891,0.2149,0.4816,43.3,0.0554,0.0013,0.0036,0.0094,0.7608,0.2392,0.1243,0.4979,0.1642,0.0058,0.4638,24219.0,0.1225,0.1756,0.0057,0.1914,2.57,0.1939,0.0344,0.1253,0.1221,0.0068,0.1604,0.1941,0.0878,645,134100,0.2792223062559773,-0.23286825623932672,0.2852136638699274,-0.38834458472554706,0.8514864078742863,-0.23626492452336256,-0.03960499128690662
47001021202,Tennessee,Anderson ,2019,5297,2556,0.3202,0.4908,47.3,0.0264,0.0009,0.0026,0.0293,0.6295,0.3705,0.1721,0.4299,0.1928,0.029,0.3991,23493.0,0.0467,0.2338,0.0059,0.6616,2.02,0.0238,0.1522,0.1897,0.0457,0.012,0.2366,0.227,0.1309,662,147300,1.3462846147656498,0.8258119859774267,1.2476834870745748,0.023163568040779157,-0.43623756765111743,-0.3141368586760133,0.6539893360532519
47001021301,Tennessee,Anderson ,2019,3662,1361,0.254,0.4926,44.2,0.0052,0.0,0.0019,0.0098,0.7412,0.2588,0.1073,0.4164,0.151,0.0294,0.4078,26110.0,0.0732,0.177,0.0197,0.2101,2.69,0.104,0.0309,0.205,0.0967,0.0,0.1543,0.1873,0.1472,828,165700,-0.32425312215648244,-0.04815659220725376,0.5044737568084483,-0.33152530557283133,0.22327138457225887,-0.6723163657571045,0.03552353888642397
47001021302,Tennessee,Anderson ,2019,7419,2775,0.2446,0.5011,45.5,0.0249,0.035,0.0108,0.01,0.7821,0.2179,0.0858,0.4339,0.122,0.0335,0.3881,26720.0,0.0326,0.2121,0.0063,0.2479,2.59,0.2226,0.0227,0.1423,0.0841,0.004,0.1579,0.1909,0.0808,884,175600,-0.21377388037385114,-0.5455462109569943,0.39457955957402735,-0.19693764520031154,0.45263348703871387,-0.3185030708292865,-0.15606541281495698
47003950100,Tennessee,Bedford ,2019,4317,1526,0.2328,0.4962,41.2,0.0514,0.0169,0.0134,0.054,0.8513,0.1487,0.0911,0.4454,0.0904,0.0675,0.3624,34189.0,0.0163,0.0878,0.037,0.1252,2.78,0.1125,0.0197,0.1212,0.0484,0.0142,0.0587,0.1165,0.0768,1118,207700,-2.0211484196373184,-1.0454944820859358,-0.22858838838970494,-0.3754717726958402,0.02988293532153347,-0.4014767117873711,-0.6082412326841079
47003950200,Tennessee,Bedford ,2019,7500,2577,0.2267,0.5125,37.0,0.0139,0.0,0.0,0.0089,0.7431,0.2569,0.1467,0.4429,0.1457,0.0291,0.428,25343.0,0.0248,0.1109,0.0422,0.1781,2.9,0.2818,0.0163,0.1544,0.0867,0.0014,0.0584,0.1713,0.122,592,151500,-0.9754772556522623,-0.861997029211095,-0.25036510051003813,-0.6340670114850944,1.1903489658899775,-0.4193970803360124,-0.4882128789035653
47003950300,Tennessee,Bedford ,2019,3357,1293,0.2207,0.5058,44.8,0.0107,0.0,0.0113,0.0232,0.8083,0.1917,0.1121,0.4363,0.1902,0.0,0.389,22439.0,0.0602,0.2295,0.0834,0.1516,2.6,0.1692,0.0232,0.1663,0.1066,0.0,0.1647,0.1561,0.162,820,187300,-0.6044683220913092,-0.33588496821138697,0.03274273005778726,-0.3877405693684464,1.1446703029687368,-1.058255817538,-0.18784755394260694
47003950401,Tennessee,Bedford ,2019,5828,1869,0.1726,0.4705,32.3,0.0556,0.0027,0.0,0.1961,0.7055,0.2945,0.0995,0.4735,0.1484,0.046,0.32,23524.0,0.0265,0.1845,0.0,0.2825,3.01,0.0635,0.0139,0.1204,0.1369,0.0461,0.0869,0.1248,0.0865,815,136200,-0.30267056803086867,-0.8790520672307692,-0.9429064854605708,1.066190466951679,0.6492246256519847,-0.19612710794319246,-0.45610060583829154
47003950402,Tennessee,Bedford ,2019,7082,2603,0.2167,0.576,38.2,0.1395,0.0,0.0,0.1645,0.4177,0.5823,0.1679,0.5219,0.2615,0.0,0.358,19192.0,0.0719,0.1972,0.0362,0.4768,2.67,0.1693,0.1026,0.1802,0.1422,0.0671,0.2743,0.1809,0.0822,701,130200,3.3594961171893942,0.06800959095535179,0.2058967388915658,1.135914606097731,1.139756391142208,0.8099187901025376,0.38799776194117447
47003950500,Tennessee,Bedford ,2019,6769,2202,0.2141,0.5274,36.1,0.1628,0.0,0.0,0.2875,0.5305,0.4695,0.2539,0.5433,0.2308,0.005,0.287,20628.0,0.0356,0.1777,0.0027,0.4319,3.04,0.1323,0.0708,0.188,0.0979,0.1231,0.1799,0.1744,0.1327,781,126300,3.6709488665444443,-0.4115691121098924,-0.10491602009964217,2.1269981463873724,0.9587784690753243,1.101657383291282,0.2423384513412256
47003950600,Tennessee,Bedford ,2019,7167,2619,0.2397,0.4713,35.0,0.1376,0.0031,0.0,0.18,0.5389,0.4611,0.1627,0.4205,0.1892,0.0389,0.3692,24326.0,0.0594,0.1497,0.0194,0.5662,2.72,0.1185,0.0473,0.1886,0.1907,0.124,0.1805,0.1402,0.1279,756,168100,1.4218746466053707,0.06802234709659541,0.0029284055509892336,1.830643912335262,0.24758542696165012,-0.7273054453391261,0.26745443383611883
47003950700,Tennessee,Bedford ,2019,3060,1129,0.1758,0.4722,40.0,0.0219,0.0,0.0,0.0212,0.7284,0.2716,0.0673,0.3519,0.1937,0.0514,0.3614,26511.0,0.0381,0.1401,0.0906,0.1975,2.71,0.0785,0.0514,0.1399,0.0709,0.0106,0.1634,0.1683,0.0866,659,195600,-3.2697948654495725,-0.27935923860858525,-0.706009146315708,-0.7488405996734744,0.625459181355962,-2.161045062207767,-0.5250357060565846
47003950800,Tennessee,Bedford ,2019,3212,1211,0.2422,0.4857,44.8,0.0246,0.0,0.0,0.0,0.8571,0.1429,0.0347,0.432,0.1223,0.0776,0.398,37239.0,0.058,0.191,0.0232,0.0694,2.65,0.2072,0.014,0.0842,0.0535,0.0,0.0634,0.1217,0.0976,959,160100,-1.9758554972368452,-0.8098376565449585,0.22212508225845062,-0.7121064155894192,0.12807236269629912,-0.8041088700572173,-0.45175748553635087
47005963000,Tennessee,Benton ,2019,3442,1415,0.3161,0.5389,49.3,0.0015,0.0093,0.0015,0.0264,0.8643,0.1357,0.1194,0.482,0.1687,0.0233,0.5696,25257.0,0.0824,0.1508,0.008,0.1138,2.43,0.322,0.0544,0.164,0.0911,0.0,0.1528,0.2752,0.3319,629,78500,2.436220138548625,-1.9546254245347437e-05,2.169728274974529,-0.23564652285000584,0.6350502947225161,-0.1328923620441689,0.5829670758573965
47005963100,Tennessee,Benton ,2019,2922,1353,0.27,0.4545,51.6,0.0657,0.0113,0.0079,0.0825,0.9373,0.0627,0.0673,0.4629,0.1506,0.02,0.493,25248.0,0.0603,0.1627,0.0,0.2483,2.16,0.2682,0.0399,0.0761,0.0684,0.0,0.154,0.3155,0.2741,748,86200,0.6053393065727273,-0.16195880874157956,1.4827293292573211,-0.09028137766752264,0.5350812964510744,-1.160231132726566,0.27121292586358925
47005963200,Tennessee,Benton ,2019,2183,860,0.2332,0.5112,44.1,0.0563,0.0,0.0,0.0174,0.5047,0.4953,0.1279,0.4605,0.181,0.0058,0.4616,21579.0,0.1173,0.2092,0.0658,0.1605,2.54,0.4846,0.0756,0.1221,0.1109,0.0,0.1929,0.2758,0.3558,596,84000,0.23097555905819522,0.4015435310149711,0.7293790240959812,-0.9773485816403654,1.6116762211863283,-1.5342746355987198,0.24302695010174696
47005963300,Tennessee,Benton ,2019,3715,1551,0.3384,0.5236,43.1,0.0127,0.0,0.0,0.0059,0.5362,0.4638,0.1567,0.4782,0.142,0.0593,0.4584,23247.0,0.0375,0.1412,0.0047,0.4262,2.3,0.0736,0.0935,0.2063,0.0636,0.0066,0.2467,0.2655,0.1355,646,96500,1.8884924209528187,0.3854793373234141,1.457618412377673,-0.2476295244616016,-0.16536623955477037,0.45839043526810347,0.5455467936449759
47005963400,Tennessee,Benton ,2019,3878,1583,0.2439,0.5052,49.5,0.0309,0.0,0.0,0.0,0.5972,0.4028,0.1434,0.4545,0.2319,0.0,0.5073,18351.0,0.0609,0.1952,0.0287,0.1592,2.43,0.3044,0.0809,0.1876,0.1158,0.0,0.2176,0.2749,0.2101,548,85500,1.525761837545381,0.24192994637170898,1.1959078447562297,-0.39467555350156963,1.2076950560804076,-0.725095456161396,0.4078221567752041
47007953000,Tennessee,Bledsoe ,2019,3768,1368,0.2495,0.4623,47.2,0.0138,0.0133,0.0,0.043,0.7802,0.2198,0.0943,0.3371,0.3157,0.0395,0.481,22465.0,0.101,0.1166,0.1949,0.2127,2.75,0.3864,0.0636,0.0885,0.1871,0.0537,0.2342,0.324,0.1689,734,131500,-0.25644537687993374,0.2328128347210852,0.8752361682616272,-0.1596135424915653,1.6116762211863283,-2.816557058557409,0.23953602855950687
47007953100,Tennessee,Bledsoe ,2019,6325,2212,0.2841,0.4533,44.8,0.0248,0.0406,0.0016,0.0213,0.5155,0.4845,0.1135,0.4323,0.2122,0.0398,0.382,25190.0,0.1007,0.2116,0.1042,0.3531,2.82,0.2003,0.052,0.1623,0.0936,0.0052,0.2446,0.2464,0.112,635,167200,-0.6925886158768373,0.4538454705174809,0.4623655789619575,-0.6635267925184278,0.9043630714851533,-1.8496359443230013,0.16889711084623818
47007953200,Tennessee,Bledsoe ,2019,4743,1314,0.1607,0.3205,41.4,0.0595,0.0,0.0,0.015,0.8594,0.1406,0.0662,0.3058,0.2183,0.0076,0.4163,16439.0,0.0981,0.1704,0.068,0.1598,2.76,0.3173,0.0426,0.0738,0.1041,0.0035,0.2097,0.2557,0.1919,759,107400,-3.0206034543573193,0.23299814372199384,-0.8534350713402393,-1.041693506985923,1.4580840388042584,-2.816557058557409,-0.36335596467978243
47009010100,Tennessee,Blount ,2019,2898,1125,0.1787,0.5345,32.2,0.2277,0.0,0.0531,0.0952,0.4624,0.5376,0.2693,0.5077,0.1381,0.008,0.3262,17748.0,0.1257,0.1156,0.0,0.448,2.58,0.0053,0.0293,0.168,0.0929,0.0628,0.2135,0.183,0.1412,797,99700,1.0469380606435341,0.25709705166775415,-0.5666065627327804,0.4642814153284012,0.15814435403540641,0.7340218023447529,0.09203413366483003
47009010200,Tennessee,Blount ,2019,6327,2641,0.2696,0.5006,41.8,0.0571,0.0,0.0,0.0473,0.6938,0.3062,0.1287,0.5106,0.0813,0.0341,0.4464,28954.0,0.0292,0.2377,0.0,0.2802,2.39,0.1766,0.0841,0.1757,0.1034,0.0152,0.1154,0.1781,0.0483,801,149600,1.1591501249643623,-0.4397516189078046,0.5603631928419688,0.07146477085592594,0.3551626915119926,0.6119110886622795,0.030886825239669447
47009010301,Tennessee,Blount ,2019,5837,2561,0.2171,0.4876,35.4,0.1194,0.0,0.0033,0.0135,0.6076,0.3924,0.0992,0.469,0.1017,0.0355,0.2187,29394.0,0.0501,0.1672,0.0031,0.5834,2.24,0.0792,0.0211,0.1554,0.0815,0.0069,0.1,0.1174,0.1475,625,175300,-2.0613842293019538,-0.16111697982575812,-1.0496723985303815,-0.6003826545944567,0.06266490570965165,-0.31287710206100894,-0.4576242585820886
47009010302,Tennessee,Blount ,2019,3530,1456,0.2399,0.4935,48.1,0.0615,0.0031,0.0057,0.0346,0.7248,0.2752,0.0893,0.4873,0.1437,0.0639,0.3255,37763.0,0.0261,0.1481,0.0132,0.2576,2.42,0.13,0.0371,0.182,0.0816,0.0144,0.0768,0.0805,0.0945,873,209800,-1.0132208648337557,-0.557503734132237,0.09900982377287068,-0.2271378791663644,-0.23779658443779608,-0.0897924908702291,-0.27883887581745914
47009010400,Tennessee,Blount ,2019,3354,1235,0.2185,0.5182,47.4,0.0018,0.0,0.0018,0.0414,0.8485,0.1515,0.0737,0.4898,0.1213,0.0243,0.3603,26842.0,0.0223,0.1538,0.0012,0.1992,2.71,0.1972,0.0397,0.1514,0.1294,0.0194,0.1167,0.1377,0.121,829,156800,0.14670587417554262,-0.8152064618284902,0.21912362643339622,0.09717392445341695,0.5135331744527498,0.13208161066446986,-0.2456291373331665
47009010500,Tennessee,Blount ,2019,2786,1292,0.2577,0.5355,40.9,0.0678,0.0,0.0039,0.0506,0.4439,0.5561,0.1726,0.5914,0.1146,0.0217,0.3483,22835.0,0.0269,0.1811,0.0062,0.5217,2.15,0.0462,0.0998,0.2477,0.0531,0.0379,0.1863,0.1845,0.0817,711,156200,1.8748238938475192,0.003363961201195467,0.17196154406058714,-0.05578168974705241,0.25003173297209874,1.5052483453606902,0.15917194114743038
47009010600,Tennessee,Blount ,2019,4425,1444,0.176,0.5044,30.3,0.0599,0.0,0.0072,0.0221,0.6575,0.3425,0.1046,0.5173,0.1098,0.0222,0.3753,21503.0,0.0552,0.2319,0.0037,0.455,2.12,0.0,0.0651,0.1669,0.0812,0.0076,0.1265,0.1309,0.1179,715,197100,-0.9423723467849343,-0.14831833737490333,-0.9965500557610153,-0.48872982384869124,0.42380745888752996,0.26741841131214567,-0.35624810532114554
47009010700,Tennessee,Blount ,2019,5128,1803,0.2022,0.5429,35.8,0.0216,0.0281,0.0082,0.0862,0.7803,0.2197,0.147,0.5242,0.0595,0.0133,0.3871,26504.0,0.0499,0.1607,0.0024,0.2856,2.84,0.0355,0.0222,0.1281,0.131,0.0188,0.1143,0.0961,0.0976,839,162600,0.5282722941027862,-0.8776710577974517,-0.428675275122612,0.2747017498474389,0.46542568434076537,1.0944911928346457,-0.35932479170761783
47009010800,Tennessee,Blount ,2019,3024,1233,0.2778,0.5026,34.8,0.0169,0.0,0.0,0.0873,0.4925,0.5075,0.2344,0.5499,0.2729,0.0154,0.3366,19954.0,0.0385,0.2163,0.0,0.4298,2.38,0.0644,0.103,0.2449,0.1265,0.0804,0.3405,0.2007,0.1268,815,100400,3.143340771741623,0.4990675005037204,0.39426169481011597,0.9990273983395932,0.5702753459436666,0.6807088321445265,0.5615323873405587
47009010900,Tennessee,Blount ,2019,6457,2432,0.1961,0.4734,35.5,0.0248,0.0,0.0434,0.0698,0.7107,0.2893,0.0868,0.4179,0.0747,0.0078,0.2549,25945.0,0.0348,0.1854,0.0041,0.1661,2.65,0.0273,0.0419,0.1382,0.0503,0.0363,0.1362,0.1078,0.115,990,172900,-2.145646516922456,-0.5621424250941616,-0.9078776195713205,0.12825065361109347,-0.15855490002023442,-0.645322225847833,-0.5305136634033374
47009011001,Tennessee,Blount ,2019,6067,2251,0.3089,0.5302,46.8,0.0061,0.0,0.013,0.0354,0.9096,0.0904,0.0609,0.4871,0.0759,0.0151,0.4109,25781.0,0.0642,0.2311,0.0055,0.2843,2.6,0.0643,0.0702,0.1981,0.0391,0.0048,0.1256,0.1589,0.1438,749,188100,1.006876646422197,-0.29231432804186674,1.0772221199770433,-0.08248374679973106,-0.2243448267616352,0.5287974280483867,0.16560220381452675
47009011002,Tennessee,Blount ,2019,4471,1695,0.2854,0.5408,51.1,0.0054,0.0042,0.0036,0.0,0.6041,0.3959,0.1186,0.5324,0.1347,0.0708,0.433,36756.0,0.019,0.1919,0.0133,0.0785,2.64,0.1006,0.0254,0.0614,0.0705,0.0018,0.1159,0.1405,0.0926,815,189100,1.1866547209872536,-0.7980158398050446,1.1857314838207003,-0.3031472559632667,0.0331018606136496,1.068984472321215,-0.008559668298878942
47009011101,Tennessee,Blount ,2019,5121,2010,0.2457,0.4814,45.1,0.0107,0.0037,0.0,0.0109,0.7735,0.2265,0.0667,0.4666,0.0845,0.0776,0.3716,43279.0,0.022,0.1852,0.0046,0.1547,2.55,0.2093,0.0184,0.0448,0.0842,0.0046,0.0552,0.1404,0.1051,925,190700,-1.4930737350758845,-0.9018399905388333,0.2650493546414141,-0.4813336665573632,-0.005762384236925412,-0.3691870483841766,-0.4277181990376285
47009011102,Tennessee,Blount ,2019,8982,3383,0.3037,0.5439,45.1,0.0008,0.0,0.0023,0.0095,0.7883,0.2117,0.0754,0.4862,0.0554,0.0822,0.4585,38412.0,0.0252,0.1223,0.0,0.1561,2.6,0.0143,0.044,0.1318,0.0468,0.0042,0.0762,0.1389,0.0526,1103,227400,0.28704596561062035,-0.827785908752956,1.0770956506765665,-0.3085688555113795,-0.6718083533013144,1.0181134324997037,-0.10556660816551348
47009011200,Tennessee,Blount ,2019,9085,3756,0.2211,0.5231,36.9,0.0132,0.0,0.0119,0.0179,0.7953,0.2047,0.1006,0.4321,0.1194,0.0117,0.3586,25234.0,0.0641,0.2011,0.0,0.4433,2.42,0.1542,0.0527,0.1747,0.0862,0.0134,0.13,0.1264,0.1131,954,161400,-0.6354343803855227,-0.28931998756531385,-0.30519163313627096,-0.16941205327898262,0.2854268252910134,-0.1569375316959686,-0.22598977839118278
47009011301,Tennessee,Blount ,2019,6050,2215,0.2608,0.5033,45.6,0.0038,0.0,0.0025,0.0392,0.9229,0.0771,0.1034,0.4464,0.1269,0.0339,0.442,34036.0,0.0379,0.1504,0.0192,0.1377,2.73,0.0863,0.0113,0.0695,0.096,0.0268,0.0552,0.1488,0.0578,767,173800,0.06690709560334177,-1.0537951688382121,0.6555108689115657,0.2067576329231158,0.21909202953143567,0.039341733075436675,-0.24663434656803984
47009011302,Tennessee,Blount ,2019,5999,2148,0.2354,0.5019,45.8,0.0052,0.0,0.0032,0.0557,0.7869,0.2131,0.0987,0.4805,0.1251,0.0368,0.3818,28114.0,0.0387,0.2553,0.0231,0.1462,2.79,0.2979,0.0424,0.1383,0.1062,0.0,0.1044,0.1529,0.0871,693,182100,0.1333012655672147,-0.751501498829423,0.2536336186689882,-0.0922102171674178,0.8840868902180123,-0.1607075273229451,-0.2289766968591343
47009011401,Tennessee,Blount ,2019,1624,741,0.3036,0.4735,56.9,0.0055,0.0012,0.0154,0.0111,0.6825,0.3175,0.0688,0.4362,0.1768,0.0135,0.5128,28848.0,0.0242,0.2705,0.0286,0.2065,2.19,0.1659,0.0621,0.1188,0.1644,0.0118,0.121,0.2549,0.4005,781,204300,1.5932600053317847,0.4272767654822588,2.1842120730815573,0.25569468097431314,0.07642791748483022,-1.3503514316911747,0.7272658016717843
47009011402,Tennessee,Blount ,2019,4466,1829,0.2969,0.5141,52.9,0.0,0.0054,0.0072,0.0027,0.5595,0.4405,0.1039,0.4696,0.1162,0.029,0.4292,28284.0,0.0313,0.1651,0.0132,0.1482,2.44,0.2342,0.0328,0.1432,0.1386,0.0035,0.1408,0.1783,0.3932,861,174500,1.0022304057206726,0.04316006814088373,1.4948846943961114,-0.2683959281141682,0.18901411661826195,-0.4564325453204162,0.3629574157915313
47009011501,Tennessee,Blount ,2019,1671,694,0.2867,0.4835,50.3,0.0,0.0,0.0,0.0,0.7577,0.2423,0.0865,0.4428,0.1516,0.0,0.5014,26337.0,0.0418,0.1921,0.0095,0.0793,2.41,0.2773,0.0245,0.1052,0.0322,0.0,0.0997,0.1711,0.2272,924,154500,0.1608834856177166,-0.5745546140212351,1.1239863998731991,-0.5548418261508294,0.7045729726533673,-0.5382794467367853,-0.02292213589863274
47009011502,Tennessee,Blount ,2019,4026,1591,0.2459,0.5482,44.9,0.0,0.0,0.0094,0.0616,0.9252,0.0748,0.0585,0.4904,0.1248,0.0849,0.3564,31539.0,0.054,0.2109,0.0,0.1521,2.53,0.3072,0.0245,0.1282,0.0966,0.0122,0.1209,0.0941,0.1334,749,196400,0.18600707880333667,-0.8604978224807283,0.4483796382344594,0.0812785033568237,0.2595510556733707,0.2572957040194111,-0.21646535764277455
47009011503,Tennessee,Blount ,2019,7085,2621,0.2754,0.5092,48.0,0.0,0.0,0.0,0.0323,0.6633,0.3367,0.1042,0.4133,0.0826,0.058,0.4246,39953.0,0.0493,0.0944,0.0,0.1293,2.7,0.1057,0.0263,0.0939,0.082,0.0061,0.075,0.1324,0.1145,627,219000,-0.5250916708763249,-0.6671301922194427,0.8609106945904517,-0.2164241881251157,-0.42899480646982974,-0.07345317865238839,-0.13476124213803697
47009011602,Tennessee,Blount ,2019,8990,3574,0.2674,0.5224,46.9,0.0228,0.0036,0.006,0.0136,0.8371,0.1629,0.0523,0.4759,0.126,0.0187,0.3853,28928.0,0.0556,0.1513,0.0131,0.1743,2.52,0.1867,0.0076,0.1002,0.1018,0.0088,0.0764,0.1676,0.0705,710,188500,0.3039475135292543,-0.956051524735888,0.6152560090268381,-0.09939109679121966,0.5168031716661591,0.22733095436336476,-0.2245373899576275
47009011603,Tennessee,Blount ,2019,4838,1836,0.2152,0.5143,45.2,0.0017,0.0006,0.0076,0.0153,0.8003,0.1997,0.1225,0.4713,0.1309,0.0093,0.3845,27598.0,0.0768,0.1397,0.0197,0.1487,2.64,0.2326,0.0267,0.1285,0.0934,0.0075,0.1251,0.1238,0.0933,863,163300,-0.5447238996187649,-0.7410997721721603,-0.020873434660819087,-0.43955567398275713,0.7583587190115038,-0.1015537378145322,-0.35364268302091084
47009011604,Tennessee,Blount ,2019,4145,1542,0.2039,0.5317,41.2,0.0179,0.0,0.0031,0.0176,0.8633,0.1367,0.1401,0.5118,0.1082,0.0623,0.3671,32030.0,0.0304,0.1501,0.0283,0.2179,2.69,0.0794,0.0447,0.1089,0.0909,0.0101,0.0676,0.1484,0.044,832,221300,-0.6401196802303178,-0.9069075810585987,-0.20990028026657856,-0.4151541574492644,0.3852518539280707,0.506590484616053,-0.4602567841495663
