GEOID,State Name,County Name,Year,TOTALPOP,TOTALHHOLD,QAGEDEP,QFEMALE,MEDAGE,QBLACK,QNATAM,QASIAN,QHISP,QFAM,QSNGPKIDS,QFHH,QFEMLBR,QED12LES,QRICH200K,QSSBEN,PERCAP,QCVLUN,QSERV,QEXTRCT,QRENTER,PPUNIT,QMOHO,QNOAUTO,QHSEBRDN,QUNINSUR,QESL,QPOVTY,QDISABLE,QUNOCCHU,MDGRENT,MDHSEVAL,SoVI_Score,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,SoVI_Score_Weighted
13067031310,Georgia,Cobb ,2019,8613,2706,0.168,0.5366,27.1,0.6117,0.0,0.0134,0.3499,0.5139,0.4861,0.2724,0.4746,0.2404,0.014,0.1511,16690.0,0.1121,0.1563,0.0,0.7254,3.18,0.2022,0.1057,0.2276,0.2594,0.1711,0.2514,0.0675,0.0836,968,110700,2.012332375891917,0.411160951918612,-1.172021650167999,1.743679003481508,0.5131275403895474,0.5163865302702484,0.2616551756047563
13067031311,Georgia,Cobb ,2019,9633,3527,0.1401,0.5624,29.3,0.7421,0.0024,0.0066,0.2344,0.4182,0.5818,0.26,0.5616,0.1179,0.0125,0.1185,21110.0,0.0785,0.2105,0.0,0.6031,2.73,0.0253,0.1001,0.2997,0.2141,0.1133,0.2796,0.056,0.1237,941,153500,1.2223401908064295,0.6464777723860569,-1.3959884200504993,0.6805139223943055,0.04178710902665326,1.2495498070499131,0.14131286896511108
13067031312,Georgia,Cobb ,2019,10519,3734,0.1803,0.5081,35.0,0.5184,0.0036,0.0128,0.1811,0.6682,0.3318,0.1907,0.5029,0.1159,0.1323,0.1409,37094.0,0.0629,0.1645,0.0,0.2076,2.82,0.0932,0.0311,0.1224,0.1106,0.083,0.0484,0.0964,0.0846,1289,227500,-0.9527715493326042,-0.6316630653426094,-0.8342884990142795,0.05131662223686754,-0.06063356628321265,0.5224969590706298,-0.44145625430149027
13067031313,Georgia,Cobb ,2019,10815,4087,0.1604,0.5206,38.3,0.4877,0.0027,0.0595,0.0595,0.8449,0.1551,0.0759,0.4823,0.0277,0.2121,0.1223,57701.0,0.0514,0.1249,0.0,0.1982,2.65,0.0,0.0147,0.1223,0.0545,0.0108,0.0207,0.0658,0.0304,1896,296200,-3.6769904349766867,-0.8004301941499367,-0.8954724414401293,-0.9076878253541544,-1.1777043270373013,0.10430435300483508,-0.8075930395978642
13067031404,Georgia,Cobb ,2019,6273,2164,0.1923,0.5202,45.2,0.4907,0.0,0.0057,0.0593,0.8464,0.1536,0.1303,0.5011,0.0673,0.0564,0.2731,31882.0,0.0623,0.0859,0.0073,0.232,2.89,0.0145,0.0314,0.1627,0.1059,0.0404,0.0816,0.2092,0.1047,1195,176900,-0.3839465756325605,-0.5906038215219804,0.18110699480173822,-0.47627718591074314,-0.004237085624261308,0.5060645226226862,-0.258793825541461
13067031405,Georgia,Cobb ,2019,8152,3067,0.1681,0.5697,35.9,0.4714,0.0,0.0185,0.2381,0.4977,0.5023,0.1849,0.5689,0.1172,0.0655,0.2589,30266.0,0.0271,0.1412,0.0,0.2967,2.64,0.0201,0.0346,0.2142,0.1193,0.127,0.167,0.1113,0.0511,1271,179700,1.4131157893438462,-0.5541880147408144,-0.44082472010426577,0.7759216025236327,-0.09657127491339625,1.72877819657869,-0.10381005988872609
13067031406,Georgia,Cobb ,2019,8309,3295,0.1952,0.5807,33.3,0.6599,0.0,0.0235,0.1167,0.4013,0.5987,0.2822,0.5854,0.112,0.0,0.1812,21182.0,0.0424,0.2015,0.0044,0.6971,2.41,0.0,0.1111,0.2962,0.1677,0.0573,0.2133,0.1337,0.0663,1076,147900,1.820397749556394,0.5155166909167662,-0.7077037638145366,0.216805725887859,-0.008669669398342801,1.8044487659646482,0.21066753312766992
13067031408,Georgia,Cobb ,2019,6956,2461,0.1659,0.4753,36.1,0.5387,0.0017,0.0164,0.1238,0.67,0.33,0.1967,0.5026,0.0949,0.0195,0.208,25574.0,0.0765,0.2148,0.0,0.3848,2.82,0.0161,0.0142,0.1719,0.1952,0.0873,0.0407,0.122,0.0538,1186,151600,-0.25490915156481453,-0.37233366038712906,-0.9872747656134768,0.16913720414607006,0.38391183277358776,0.5516502375161334,-0.3112421788974174
13067031409,Georgia,Cobb ,2019,6166,2313,0.1464,0.5621,35.6,0.6288,0.0,0.0165,0.097,0.6452,0.3548,0.2495,0.545,0.0654,0.0091,0.2278,24742.0,0.0565,0.209,0.0047,0.278,2.67,0.0,0.0108,0.1915,0.1417,0.058,0.0877,0.1022,0.0601,1130,142800,0.5371484607755668,-0.5683035904053217,-1.018976537575247,-0.13128797923681695,0.46413327510041424,1.7915832928925384,-0.36360572616587883
13067031503,Georgia,Cobb ,2019,9443,3257,0.2227,0.5096,34.9,0.4724,0.0018,0.0032,0.1834,0.8031,0.1969,0.1354,0.4696,0.1072,0.0249,0.2852,27499.0,0.0443,0.1941,0.0,0.2195,2.9,0.0,0.02,0.1753,0.1169,0.0883,0.1179,0.1324,0.0551,1217,164300,0.38298633660902204,-0.6696579868330415,-0.2805807885367264,0.4352344814288783,0.17091399863104076,0.727076631918871,-0.2226773280852742
