GEOID,Total_Pop,Total_HH,MDGRENT,MDHSEVAL,MEDAGE,PERCAP,PPUNIT,QAGEDEP,QASIAN,QBLACK,QCVLUN,QED12LES,QESL,QEXTRCT,QFAM,QFEMALE,QFEMLBR,QFHH,QGROUP,QHISP,QHSEBRDN,QMOHO,QNATAM,QNOAUTO,QNOHLTH,QPOVTY,QRENTER,QRICH,QSERV,QSSBEN,QUNOCCHU,Year
47125100100,1144,329,646,97500,26.8,11925,1.98,0.0306,0.0114,0.2832,0.1637,0.2633,0.0699,0.0476,0,0.2439,0.2116,0.0426,0.3217,0.1617,0.5106,0,0.0288,0.1581,0.2191,0.4871,0.9331,0,0.1455,0.0182,0.3612,2011
47157005000,1153,369,663,65000,28.5,9858,2.96,0.1839,0,0.9601,0.3899,0.4494,0,0.029,0.0803,0.5143,0.39,0.3035,0,0,0.4146,0,0,0.2846,0.1645,0.4588,0.813,0,0.3651,0.3415,0.25,2011
47053967300,1155,407,691,74600,35.7,17200,2.84,0.2407,0,0,0.0911,0.2278,0.0418,0.1403,0.6264,0.503,0.3948,0.1695,0,0.0952,0.1007,0.1484,0.0052,0.0172,0.1105,0.2236,0.2359,0,0.1483,0.3464,0.1728,2011
47113000800,1157,487,315,75500,38.7,8214,1.63,0.2403,0.0406,0.6646,0.3843,0.3911,0.0083,0,0.4694,0.3933,0.8092,0.076,0.2031,0.019,0.3121,0.0158,0.0069,0.3881,0.1758,0.6671,0.846,0,0.3179,0.3409,0.4097,2011
47157003800,1159,788,551,9999,36.3,15328,1.31,0.1311,0.2166,0.4219,0.0581,0.1585,0.1326,0.0815,0.8333,0.4167,0.3943,0.0381,0,0.0207,0.3312,0.0166,0,0.3997,0.1917,0.466,0.9797,0,0.2269,0.302,0.1283,2011
47065002300,1164,474,623,50500,34.7,12608,2.46,0.2629,0,0.293,0.2319,0.5488,0.1654,0.2525,0.6589,0.4871,0.297,0.1203,0,0.2655,0.2595,0.0218,0,0.0612,0.2581,0.3428,0.4473,0,0.2574,0.3439,0.1382,2011
47157001400,1179,522,642,28600,38.8,13433,2.26,0.1756,0,0.7981,0.2192,0.3691,0.0417,0.1462,0.3571,0.4894,0.5965,0.3467,0,0.0483,0.3467,0.1562,0,0.2241,0.294,0.2163,0.5268,0,0.1959,0.2548,0.3031,2011
47165020206,1187,448,628,131500,33.7,21480,2.65,0.2401,0,0.0295,0,0.1724,0,0.0262,0.4876,0.5358,0.5738,0.3304,0,0.0455,0.1473,0.0259,0.0194,0.1786,0.115,0.1542,0.2299,0.0268,0.0374,0.4085,0.1719,2011
47165020901,1196,514,632,139800,42.3,24190,2.33,0.1873,0,0.0334,0.1891,0.2918,0.0444,0.2176,0.8502,0.5418,0.5311,0.0233,0,0.0803,0.3599,0.3993,0,0.072,0.194,0.3186,0.2121,0.0136,0.1865,0.3599,0.0919,2011
47139950100,1233,495,487,100600,45.9,18137,2.49,0.2685,0,0,0.0992,0.2117,0,0.1119,0.9592,0.5758,0.5376,0.1071,0,0.0097,0.0808,0.3124,0.0122,0.0646,0.1731,0.1658,0.1697,0,0.1653,0.5596,0.3096,2011
47183968000,1233,579,618,77700,46.8,20838,2.13,0.193,0,0,0.1356,0.176,0.0099,0.0882,0.9307,0.4882,0.5294,0.0708,0,0,0.1572,0.2224,0,0.0484,0.103,0.1525,0.1952,0,0.1294,0.3972,0.0995,2011
47065002000,1252,579,414,158700,35.5,17474,2.08,0.1318,0,0.651,0.1851,0.2555,0.0886,0.1437,0.083,0.4417,0.332,0.2142,0,0.115,0.2694,0,0.024,0.3143,0.2179,0.5743,0.6978,0.0225,0.132,0.3299,0.1764,2011
47157000300,1295,456,598,54400,41.2,13008,2.84,0.1506,0,1,0.0897,0.2706,0,0.0554,0.0732,0.5591,0.6119,0.2588,0,0,0.4934,0.0548,0,0.3026,0.2836,0.3969,0.4364,0,0.2074,0.3838,0.1076,2011
47065000800,1300,500,634,100000,31.3,20965,2.46,0.2031,0,0.3277,0.1851,0.2046,0.0355,0.0637,0.123,0.4362,0.3291,0.17,0.4262,0.0108,0.234,0.0114,0,0.018,0.1833,0.4046,0.692,0.02,0.1146,0.256,0.2867,2011
47157020400,1308,312,1196,-999,27.3,24643,3.46,0.1781,0.0107,0.3524,0.2036,0.0236,0.1103,0.0789,0.7089,0.4656,0.4774,0.266,0.4266,0.1697,0.1218,0,0,0,0.0849,0,1,0,0.1579,0.0128,0.1452,2011
47157006400,1324,561,847,80100,49.6,23433,2.33,0.2908,0,0.9721,0.1892,0.1558,0,0.0359,0.1624,0.6556,0.5422,0.3494,0,0.0106,0.2923,0,0,0.0873,0.2213,0.2299,0.3993,0.041,0.1059,0.3743,0.3321,2011
47183968700,1332,624,564,86300,45.2,17577,2.13,0.2538,0.0188,0,0.1367,0.2545,0,0.27,0.8174,0.4557,0.378,0.0769,0,0.012,0.2051,0.2126,0.0135,0.0144,0.1699,0.1351,0.1731,0,0.1471,0.391,0.1273,2011
47157004300,1334,852,1098,257000,43.1,76110,1.57,0.0847,0.0142,0.3358,0.0228,0.0095,0.0054,0,0.4333,0.5112,0.4645,0.0751,0,0,0.1655,0,0,0.0188,0.0641,0.0577,0.5153,0.0892,0.1014,0.1127,0.246,2011
47037017200,1336,634,795,110000,41.5,24367,2.09,0.1654,0.0322,0.0434,0.0244,0.1992,0.1206,0.2005,0.5848,0.4648,0.3672,0.0899,0,0.1766,0.2035,0,0.0022,0.0252,0.2358,0.1307,0.429,0.0142,0.1404,0.2397,0.1108,2011
47157002000,1338,580,676,67800,42.3,15739,2.2,0.1868,0,0.8251,0.1582,0.209,0.0303,0.0369,0.293,0.58,0.599,0.3293,0,0.0172,0.4,0,0,0.3241,0.1015,0.364,0.481,0,0.3641,0.2621,0.1702,2011
47131965900,1339,601,480,72200,46.8,19324,2.23,0.224,0,0.0134,0.1104,0.2627,0,0.1172,0.814,0.5489,0.4741,0.1048,0,0.0142,0.1647,0.0685,0,0.1065,0.2619,0.1606,0.228,0.0116,0.1621,0.3527,0.1239,2011
47093001900,1356,775,666,71300,46.7,23359,1.74,0.3038,0.0465,0.5649,0.0453,0.1676,0.0479,0.0721,0.0252,0.5479,0.4763,0.1652,0,0,0.2439,0,0,0.1587,0.2726,0.2923,0.5342,0.0194,0.4611,0.4981,0.1961,2011
47157003700,1391,891,609,169500,40.9,18916,1.31,0.2466,0.0302,0.6592,0.0434,0.1906,0.0043,0.0363,0.16,0.6175,0.5921,0.0685,0.1531,0.0208,0.2323,0.0099,0.0043,0.4186,0.1689,0.3322,0.9719,0,0.284,0.4276,0.1196,2011
47019071600,1404,593,522,82000,47.3,13884,2.36,0.2407,0,0.0007,0.1126,0.363,0,0.2602,0.6056,0.4608,0.2473,0.0927,0,0.0256,0.2175,0.2118,0,0.0691,0.1931,0.3796,0.1096,0,0.2022,0.5312,0.3137,2011
47075930200,1414,627,513,82900,50.5,18140,2.26,0.2447,0,0.3692,0.0369,0.3081,0.0213,0.1259,0.9322,0.5509,0.5018,0.1738,0,0.1075,0.2281,0.2398,0,0.0702,0.2074,0.215,0.1499,0.0096,0.1496,0.4418,0.1504,2011
47157007822,1428,609,742,59800,42.5,17280,2.34,0.2808,0,0.8347,0.1725,0.1979,0.0341,0.1884,0.0508,0.6064,0.5271,0.2118,0,0.1317,0.3021,0.0716,0,0.2003,0.2943,0.2675,0.2939,0,0.2806,0.4401,0.177,2011
47037018203,1431,549,1083,498000,44.2,58494,2.61,0.2376,0.0496,0,0.0339,0.0141,0.0112,0.0321,1,0.4535,0.3985,0.0455,0,0.0217,0.1712,0,0.0049,0,0.0657,0.0042,0.0729,0.2149,0.0204,0.2805,0.0599,2011
47157007500,1433,587,686,64000,45.3,13386,2.44,0.2149,0,0.9407,0.2891,0.2602,0,0.0196,0.1299,0.5171,0.6621,0.3782,0,0,0.3901,0.0092,0.0056,0.1073,0.2846,0.3859,0.3118,0,0.2574,0.4463,0.0955,2011
47167040900,1445,685,548,126400,39.7,24852,2.11,0.2125,0,0.0969,0.08,0.1022,0,0.2166,0.8537,0.5453,0.5577,0.1226,0,0,0.1445,0.2676,0,0.0788,0.1237,0.0457,0.2774,0.0073,0.1725,0.2482,0.0144,2011
47155081101,1514,840,724,154800,52.5,20745,1.75,0.3071,0.0786,0.0026,0.0046,0.2799,0.0881,0.0815,0.6133,0.5872,0.5041,0.1226,0,0.0661,0.2869,0.0112,0.0112,0.2274,0.1974,0.1114,0.4536,0.0214,0.319,0.5667,0.8004,2011
47157003900,1554,803,575,-999,43.3,15065,1.76,0.1467,0.0695,0.7986,0.0795,0.4148,0.0233,0.0403,0.6842,0.4015,0.5108,0.0697,0,0.0245,0.3138,0,0,0.4956,0.2246,0.4045,1,0,0.4173,0.2403,0.1048,2011
47157000400,1555,623,600,58200,33.2,13108,2.45,0.1563,0,0.9241,0.1893,0.2179,0,0.0952,0.1775,0.5023,0.5277,0.2472,0,0.045,0.2905,0.0354,0,0.297,0.2095,0.4041,0.5891,0,0.3616,0.2745,0.3116,2011
47165020207,1558,643,679,111400,40.7,25192,2.42,0.1778,0,0.0597,0.0834,0.239,0.0192,0.2791,0.7644,0.4377,0.403,0.1058,0,0,0.1166,0.0742,0,0.0233,0.1557,0.0096,0.2799,0,0.094,0.3499,0.1483,2011
47113001700,1560,655,920,134500,47.1,20899,2.38,0.1474,0,0.3865,0.0648,0.1982,0.0092,0.2092,0.8015,0.5096,0.3967,0.0458,0,0,0.284,0.1351,0,0.0718,0.0449,0.1577,0.2061,0,0.1502,0.3023,0.0589,2011
47001020700,1567,622,415,48300,44.4,14228,2.52,0.2559,0,0,0.1195,0.3333,0,0.0619,0.9341,0.4505,0.4531,0.135,0,0,0.2251,0.2171,0.0415,0.1334,0.094,0.2884,0.1479,0,0.3812,0.4984,0.2196,2011
47099960900,1580,667,596,96700,47.3,20923,2.37,0.2734,0,0.0671,0.0678,0.1884,0.0068,0.077,1,0.5019,0.3823,0.087,0,0,0.2054,0.218,0,0.0465,0.078,0.1348,0.1949,0,0.1977,0.3583,0.1786,2011
47187050306,1596,687,-999,280500,47.9,34184,2.19,0.3158,0.0382,0.015,0,0.0787,0.0387,0.0307,0.5727,0.5113,0.5209,0.0888,0.0307,0.0382,0.1223,0,0,0,0.0229,0.0316,0.1441,0.0393,0.074,0.4279,0,2011
47065010901,1598,640,850,86100,36.6,17599,2.31,0.1339,0.0069,0.035,0.0454,0.2542,0.0196,0.2022,0.4258,0.4937,0.4292,0.1078,0.1902,0.0188,0.2797,0.0287,0,0.0891,0.1786,0.163,0.575,0.0172,0.1773,0.2047,0.1645,2011
47093000100,1606,1096,714,219600,31.7,30040,1.32,0.0834,0.0386,0.1009,0.071,0.0985,0.0225,0.0143,0.3654,0.4626,0.4057,0.0611,0.1943,0.0274,0.2226,0.0126,0,0.3075,0.1107,0.3387,0.7801,0,0.0621,0.167,0.0828,2011
47065003100,1608,801,648,522100,41.6,22786,1.24,0.1959,0,0.347,0.0827,0.272,0.0199,0.008,0,0.3383,0.3487,0,0.4776,0.033,0.3346,0.0164,0,0.3446,0.1253,0.3969,0.8215,0.0162,0.0661,0.2409,0.1255,2011
47133950200,1610,709,411,88500,43.9,18659,2.27,0.2522,0,0,0.0648,0.2617,0,0.1417,0.7695,0.4814,0.4378,0.0494,0,0.0037,0.0663,0.1259,0,0.0564,0.1294,0.1137,0.1453,0,0.1244,0.4584,0.1961,2011
47157010300,1638,519,824,54300,30.5,10253,3.16,0.16,0,0.9805,0.2691,0.1733,0,0.1227,0.0334,0.5836,0.5481,0.501,0,0,0.4316,0,0,0.1118,0.1278,0.5558,0.3603,0,0.3599,0.3314,0.1722,2011
47061955100,1646,643,660,83400,44.8,16143,2.38,0.3056,0,0.0073,0.0574,0.2665,0,0.1357,0.722,0.5043,0.4313,0.14,0.0923,0.0079,0.1586,0.1026,0,0.1073,0.1271,0.1595,0.2395,0.0047,0.2017,0.4697,0.298,2011
47093005906,1652,589,568,268100,44.2,47571,2.79,0.1096,0,0.0018,0.0618,0.1071,0,0.1028,1,0.5272,0.4603,0.0713,0,0,0.0883,0.1236,0,0.0594,0.0566,0.0515,0.1222,0.2224,0.0726,0.1919,0.0782,2011
47165020403,1654,718,698,157800,39.5,24051,2.29,0.1741,0,0,0.0508,0.1517,0,0.1357,0.5354,0.494,0.4545,0.1978,0,0.0701,0.3175,0.255,0,0.0348,0.0809,0.208,0.2465,0.0279,0.1756,0.2479,0.0414,2011
47177930900,1661,658,704,86900,45.7,18222,2.52,0.1878,0,0.0012,0.1055,0.3434,0.0475,0.1152,0.8874,0.4503,0.4011,0.0805,0,0.0572,0.2067,0.2785,0.0018,0.0228,0.1552,0.2685,0.1064,0.0228,0.1585,0.348,0.2101,2011
47133950100,1671,673,764,83100,40.9,15317,2.48,0.1945,0,0,0.1094,0.2758,0.0046,0.1228,0.7095,0.5177,0.5277,0.1352,0,0,0.1441,0.3345,0,0.0357,0.0595,0.2118,0.1917,0,0.1298,0.3507,0.2344,2011
47037011900,1683,689,574,109600,29.1,12829,2.42,0.1723,0,0.6037,0.1976,0.2345,0.1349,0.0395,0.3142,0.5484,0.6489,0.3745,0,0.1325,0.3193,0.062,0.0297,0.1103,0.1951,0.3219,0.6052,0,0.3678,0.2075,0.2631,2011
47165021007,1685,534,-999,319400,37.7,29770,3.16,0.0961,0,0.0148,0.0986,0.0112,0,0.0317,0.961,0.5353,0.4878,0.0393,0,0,0.1404,0,0.0291,0.0487,0.1028,0.0979,0,0.0655,0,0.1517,0.0166,2011
47087960100,1688,834,443,80000,49.4,24370,2.02,0.2494,0,0,0.0989,0.2383,0,0.211,0.8435,0.5012,0.474,0.0288,0,0,0.2254,0.1895,0,0.0635,0.1244,0.1996,0.289,0.0252,0.1814,0.4448,0.2439,2011
47157011020,1693,650,671,76100,27.9,14560,2.6,0.1471,0,0.8494,0.2192,0.2626,0.0453,0.0841,0.2427,0.5086,0.533,0.2938,0,0.1004,0.3292,0,0.0089,0.1138,0.3112,0.3397,0.5862,0,0.1171,0.1785,0.3981,2011
47037013800,1701,680,641,97900,37,12704,2.49,0.2187,0,0.9624,0.1732,0.2859,0,0.1223,0.2791,0.4568,0.5841,0.2456,0,0,0.3882,0.0134,0,0.0897,0.174,0.4503,0.4985,0,0.2813,0.2456,0.1727,2011
47065001400,1714,664,690,103500,35.8,14546,2.19,0.1394,0.0018,0.4218,0.2182,0.2586,0.0619,0.0326,0.3407,0.4644,0.4448,0.1822,0.0963,0.0974,0.2967,0,0,0.1175,0.2775,0.2988,0.4458,0,0.2011,0.3599,0.2188,2011
47157001500,1715,795,764,58900,39.9,13447,2.16,0.1796,0,0.7644,0.2594,0.2273,0.0449,0.0575,0.0369,0.5032,0.4535,0.2528,0,0.0426,0.5258,0,0,0.1623,0.1771,0.4706,0.5132,0,0.2538,0.3296,0.1745,2011
47037013900,1723,709,668,90300,30.9,9590,2.43,0.1915,0,0.9774,0.1915,0.4,0.0104,0.1012,0.3033,0.52,0.5526,0.2835,0,0,0.3047,0,0,0.3047,0.2581,0.4899,0.6319,0,0.4737,0.3653,0.1639,2011
47157011200,1730,689,719,47400,34,7525,2.51,0.2052,0,0.9746,0.2619,0.4421,0,0.1183,0,0.5092,0.3342,0.3948,0,0,0.5457,0,0,0.4064,0.2463,0.648,0.6763,0,0.3085,0.3091,0.2838,2011
47053966600,1732,614,595,89300,33.8,20952,2.82,0.2252,0.0029,0.0335,0.1166,0.1427,0,0.163,0.8469,0.5162,0.4643,0.0863,0,0.0104,0.1303,0.251,0.0092,0.0081,0.1639,0.1305,0.1612,0.0261,0.1289,0.4218,0.1531,2011
47037015700,1733,572,886,157800,32.7,21282,3.03,0.1933,0.0219,0.0767,0.0786,0.2264,0.248,0.3272,0.6964,0.4662,0.3802,0.0857,0,0.3676,0.229,0.0254,0,0,0.2756,0.1351,0.2133,0,0.1417,0.3077,0.0921,2011
47157003600,1740,816,625,179700,38.9,22613,2.03,0.1638,0.1856,0.2828,0.0381,0.1798,0.2355,0.124,0.4207,0.4868,0.3646,0.1789,0,0.1167,0.337,0.025,0,0.1397,0.3584,0.3081,0.761,0.0037,0.3615,0.2047,0.449,2011
47179060700,1741,0,-999,-999,19.8,3623,-999,0,0.0747,0.0804,0,0,0.0574,0.0102,0,0.5675,0.652,0,0.8639,0.0132,0,0,0,0,-999,0,0,0,0.5705,0,0,2011
47157011100,1742,658,744,46000,35.9,13535,2.65,0.1521,0,0.9862,0.1774,0.2344,0,0.1357,0.0393,0.4575,0.5279,0.3936,0,0,0.4544,0.0157,0.0057,0.2158,0.1669,0.3949,0.4726,0,0.197,0.3343,0.2598,2011
47157002400,1746,561,718,68600,38.8,11153,3.11,0.1919,0.0183,0.7892,0.1627,0.5048,0.1433,0.1625,0.3729,0.504,0.3693,0.3316,0,0.1684,0.5045,0,0.0412,0.2709,0.2813,0.4491,0.7148,0,0.3799,0.4866,0.3801,2011
47039955001,1748,751,495,83300,47.6,19541,2.33,0.2414,0,0,0.1988,0.2422,0.0657,0.1068,0.5241,0.4931,0.4602,0.1079,0,0.0618,0.1904,0.1909,0,0,0.1392,0.143,0.1571,0,0.1474,0.4421,0.4289,2011
47065011001,1758,718,753,142700,43.6,24957,2.45,0.2008,0.008,0,0.1057,0.2249,0.0088,0.1647,0.9554,0.504,0.4927,0.0877,0,0.0347,0.0877,0.2247,0,0.0167,0.1658,0.1121,0.11,0.0181,0.0784,0.3357,0.0565,2011
47165020503,1758,827,828,165100,47.3,26495,2.12,0.2691,0,0.0114,0.0437,0.2346,0.0061,0.1681,1,0.4505,0.4032,0,0,0.0137,0.1548,0.0349,0,0,0.1939,0.0301,0.1185,0.0314,0.1564,0.3446,0.0697,2011
47103975000,1768,694,846,98700,42.2,22998,2.55,0.2313,0.0107,0.0164,0.05,0.1657,0.0188,0.1754,0.9739,0.4915,0.4198,0.0231,0,0.0198,0.0591,0.2413,0.0006,0.0331,0.1404,0.0962,0.1671,0.0533,0.0551,0.3415,0.1411,2011
47125100200,1795,779,607,89500,32.9,17427,2.29,0.1499,0.0156,0.2123,0.0925,0.2671,0.0685,0.167,0.3838,0.4591,0.4132,0.1926,0,0.0607,0.2786,0.0159,0,0.1348,0.2605,0.284,0.6418,0,0.1659,0.2285,0.1748,2011
47139950201,1795,779,573,122800,48.3,19704,2.25,0.2178,0,0.0017,0.1464,0.148,0.0017,0.1399,0.8885,0.4685,0.3278,0.0231,0.0635,0.0134,0.19,0.1337,0,0.0462,0.0916,0.0616,0.1399,0,0.2332,0.4031,0.2287,2011
47019070100,1800,806,500,73300,44.6,14320,1.97,0.28,0,0.0206,0.2382,0.3417,0.0028,0.1532,0.7108,0.5433,0.4472,0.1117,0.14,0,0.201,0.1024,0,0.0906,0.188,0.2914,0.4355,0,0.2795,0.5447,0.1665,2011
47157001900,1802,652,673,49400,35.8,6261,2.74,0.1337,0,0.9956,0.476,0.3779,0,0.0989,0.0296,0.4856,0.4652,0.3926,0.0411,0,0.5951,0,0,0.5015,0.261,0.7071,0.5123,0,0.5385,0.3037,0.2182,2011
47113001609,1806,640,638,178400,48.6,43166,2.82,0.2049,0,0.1213,0.0397,0.1312,0.0188,0.111,0.9164,0.4668,0.4203,0.0344,0,0.0471,0.1469,0.127,0,0.0109,0.1412,0.1185,0.0813,0.1016,0.072,0.3359,0.1351,2011
47029920400,1837,845,468,124500,45.6,18404,2.17,0.2161,0,0,0.0958,0.2455,0.0039,0.1395,0.662,0.4584,0.4059,0.0414,0,0,0.1574,0.2681,0,0.0473,0.179,0.2636,0.1467,0.0118,0.1534,0.4189,0.1516,2011
47165021104,1837,776,1104,132200,42.4,21649,2.37,0.2118,0,0.1323,0.0936,0.1449,0.0348,0.0856,0.9051,0.546,0.4736,0.1753,0,0.0452,0.1662,0.0322,0.0076,0,0.0761,0.0893,0.116,0,0.1675,0.4046,0,2011
47055920700,1844,651,1010,99400,45.1,24667,2.83,0.1345,0.0315,0.0504,0.0347,0.1405,0.0039,0.0479,0.6793,0.494,0.3677,0.0799,0,0.0043,0.086,0.1777,0,0.0323,0.2201,0.1963,0.0384,0.0399,0.0898,0.2811,0.2287,2011
