GEOID,Total_Pop,Total_HH,MDGRENT,MDHSEVAL,MEDAGE,PERCAP,PPUNIT,QAGEDEP,QASIAN,QBLACK,QCVLUN,QED12LES,QESL,QEXTRCT,QFAM,QFEMALE,QFEMLBR,QFHH,QGROUP,QHISP,QHSEBRDN,QMOHO,QNATAM,QNOAUTO,QNOHLTH,QPOVTY,QRENTER,QRICH,QSERV,QSSBEN,QUNOCCHU,Year
47155980100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2010
47157980100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2010
47157980200,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2010
47157980300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2010
47161980100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2010
47161980200,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2010
47009980200,33,24,-999,-999,55.7,25561,1.38,0,0,0,0,0,0,0,0,0.7273,1,0,0,0,0,0,0,0,0.6921,0,0.625,0,0,0,0,2010
47029980100,37,15,-999,-999,23.5,10519,2.47,0.2973,0,0,0,0,0.5769,0,1,0.7027,0.5769,0,0,0,0,0,0,0,0.2573,0,1,0,0,0,0,2010
47065980200,203,67,-999,183200,32.4,33351,3.03,0.2956,0,0.0739,0,0.1119,0,0,1,0.532,0.4805,0.209,0,0,0.2239,0,0,0,0.0834,0.064,0,0.209,0,0.2239,0,2010
47037016000,494,312,581,57400,56.9,14181,1.58,0.4393,0,0.9332,0.2105,0.1798,0,0,0,0.585,0.5133,0.2853,0,0.0668,0.3365,0,0,0.4006,0.3244,0.2024,0.4968,0,0.1267,0.7244,0.2761,2010
47065010902,638,389,-999,107100,56,24143,1.64,0.3307,0,0,0.1254,0.2785,0,0.041,0,0.5596,0.5,0.2442,0,0,0.3085,0.1535,0,0,0.3911,0.2116,0.2134,0.0231,0.1189,0.6247,0.1219,2010
47025970400,667,289,-999,58000,46,11557,2.31,0.1859,0,0,0.0348,0.5712,0,0.0825,1,0.5037,0.4278,0.0588,0,0,0.1453,0.3694,0,0.1107,0.1659,0.4003,0,0,0.3763,0.3841,0.1972,2010
47037014400,677,295,673,-999,27.4,11733,2.29,0.0281,0.0901,0.836,0.2482,0.108,0.038,0.0335,0.124,0.5347,0.4402,0.4068,0,0,0.2949,0,0,0.2,0.1217,0.4668,1,0,0.1579,0.0305,0.2993,2010
47157002100,826,375,517,128400,46.5,11619,2.2,0.3245,0,0.9443,0.3626,0.3771,0.0175,0,0.2258,0.6683,0.6078,0.2453,0,0,0.3147,0,0,0.5653,0.2526,0.3075,0.704,0,0.4558,0.5253,0.1776,2010
47157004600,832,365,438,194500,26.1,19429,2.28,0.2452,0,0.9014,0.4162,0.4809,0,0,0,0.4844,0.641,0.3041,0,0,0.4767,0,0,0.3753,0.2277,0.5443,0.9315,0.0192,0.2821,0.2082,0.3327,2010
47157980400,905,0,-999,-999,30.5,3759,-999,0,0,0.8298,0,0.5814,0.011,0,0,0.3646,0,0,1,0.0166,0,0,0.0088,0,0,0,0,0,0,0,0,2010
47091956000,962,440,290,100400,57,22631,2.19,0.3857,0.026,0,0,0.2818,0,0.0707,0.8182,0.5956,0.6643,0.1159,0,0,0.1136,0.0632,0,0,0.2063,0.1299,0.0909,0.0136,0.0353,0.7659,0.1571,2010
47125100100,1006,344,653,127300,26.7,12576,1.85,0.0229,0,0.2992,0.2938,0.1421,0.029,0.1091,0,0.2644,0.236,0.0058,0.3658,0.0934,0.4884,0,0.0258,0.2151,0.2161,0.5408,0.9157,0,0.0708,0.0349,0.3359,2010
47157003800,1029,815,520,9999,36,14054,1.26,0.1652,0.1963,0.4062,0.059,0.2513,0.1404,0.0827,0.7143,0.4023,0.3784,0.0258,0,0.0126,0.3387,0.0188,0,0.4503,0.2078,0.5092,0.9865,0,0.3183,0.2908,0.0994,2010
47065002000,1033,527,380,154200,37.6,17239,1.96,0.1384,0,0.7464,0.2118,0.2453,0.042,0.0801,0.0735,0.5266,0.4367,0.26,0,0.0571,0.3283,0,0.0281,0.3321,0.2383,0.5537,0.7362,0.0152,0.2222,0.3681,0.234,2010
47113001100,1055,407,718,46700,26.7,7191,2.59,0.273,0.0066,0.8758,0.392,0.1431,0,0,0,0.4919,0.4342,0.3366,0,0.0445,0.4324,0.0565,0,0.3145,0.3145,0.6455,0.5872,0,0.6404,0.4079,0,2010
47157000200,1102,327,557,319400,24.6,9208,3.37,0.226,0,1,0.1587,0.2732,0,0.0829,0.2289,0.4274,0.4514,0.3823,0,0,0.2661,0,0,0.3517,0.2356,0.4065,0.7615,0,0.5657,0.1988,0.383,2010
47113000800,1141,566,248,68400,46.7,9510,1.6,0.248,0.0368,0.7336,0.3345,0.3851,0.016,0,0.7114,0.4479,0.7459,0.03,0.206,0.0149,0.2332,0,0.0096,0.4152,0.1691,0.6247,0.7915,0,0.3405,0.3763,0.3419,2010
47053967300,1142,408,673,72300,37.5,17570,2.8,0.2469,0,0,0.141,0.2652,0.0138,0.2195,0.6049,0.5289,0.408,0.1716,0,0.063,0.0931,0.1431,0.0009,0.0049,0.1078,0.246,0.2108,0.0098,0.1419,0.4069,0.1774,2010
47065002300,1147,498,642,54900,41.1,14740,2.3,0.1953,0,0.3069,0.1775,0.4964,0.0395,0.1446,0.6897,0.5013,0.3747,0.0462,0,0.082,0.1687,0.021,0,0.0562,0.2455,0.2729,0.3815,0,0.2811,0.3655,0.1278,2010
47157005800,1224,398,753,49300,26.4,6333,3.08,0.3039,0,0.9926,0.4105,0.4011,0,0.0276,0.1314,0.5662,0.8661,0.4422,0,0,0.6482,0,0,0.5477,0.4441,0.7296,0.598,0,0.5,0.3317,0.4015,2010
47125100700,1231,506,642,98300,36.5,31735,2.43,0.1617,0,0.3631,0.1521,0.1706,0.0008,0.0444,0.8095,0.55,0.4903,0.2115,0,0,0.1482,0,0,0.085,0.0835,0.0634,0.4763,0.085,0.1158,0.2253,0.2057,2010
47157005000,1231,386,600,59300,23.6,7364,3.19,0.2242,0,1,0.2845,0.5656,0,0,0.0488,0.5646,0.3975,0.3756,0,0,0.5026,0.0229,0,0.4404,0.1643,0.5394,0.8627,0,0.541,0.3964,0.2648,2010
47165020901,1244,491,754,159300,41.2,22451,2.53,0.2098,0,0.0482,0.1242,0.2383,0.0251,0.1844,0.8644,0.5603,0.5201,0.0815,0,0.0426,0.391,0.3706,0,0.0591,0.2113,0.2677,0.1813,0,0.0875,0.2953,0.1294,2010
47157004300,1250,764,1028,301100,43.1,68645,1.64,0.1208,0,0.4416,0.0207,0.0099,0.0051,0,0,0.5424,0.5403,0.1361,0,0,0.127,0,0,0,0.068,0.0352,0.555,0.0628,0.1602,0.1191,0.3179,2010
47157004500,1265,329,292,35700,17.1,4582,3.84,0.1549,0,1,0.3981,0.4251,0,0.0781,0,0.6711,0.4427,0.766,0,0,0.3283,0,0,0.4407,0.2993,0.7172,0.9119,0,0.6146,0.2888,0.2985,2010
47037017200,1270,624,760,99900,42.1,23264,2.04,0.1488,0.0622,0.026,0.0059,0.2349,0.2115,0.2931,0.7892,0.4417,0.2666,0.0417,0,0.1622,0.1939,0,0,0.0224,0.2269,0.0333,0.4279,0.0096,0.134,0.2644,0.1086,2010
47053966800,1282,526,572,84300,39,18357,2.44,0.1973,0,0.0499,0.1864,0.0698,0,0.1525,0.9075,0.4111,0.4574,0.0494,0,0.0234,0.0456,0.1896,0,0.0133,0.1435,0.1849,0.2129,0,0.1152,0.3384,0.1174,2010
47093001900,1285,775,623,69300,49.5,19922,1.66,0.3377,0.0545,0.5642,0.0089,0.1468,0.0602,0.0813,0.0511,0.4926,0.356,0.1432,0,0,0.2335,0,0,0.1123,0.2868,0.2467,0.4658,0,0.3604,0.5123,0.1919,2010
47157003700,1285,833,494,168400,33.9,17742,1.29,0.2537,0.0436,0.6296,0.0131,0.2248,0.0094,0.0311,0,0.6506,0.6082,0.06,0.1658,0.0257,0.1417,0.01,0.0054,0.455,0.1735,0.3377,0.97,0,0.2754,0.4538,0.1653,2010
47157000300,1298,429,588,51200,41.8,12041,3.03,0.1633,0,0.9854,0.0996,0.3194,0,0.0745,0.1651,0.5508,0.649,0.2331,0,0,0.3263,0.0607,0,0.3497,0.3031,0.3582,0.3683,0,0.1563,0.4382,0.1316,2010
47165020206,1301,450,629,147800,32.9,23137,2.89,0.269,0,0.0177,0,0.1223,0,0.0506,0.7333,0.5742,0.5211,0.2333,0,0.0077,0.0778,0.017,0.0015,0.1511,0.1193,0.073,0.2756,0.0111,0.0826,0.3667,0.1477,2010
47139950100,1311,541,446,67700,48.8,15863,2.42,0.241,0,0,0.0819,0.2908,0,0.0965,1,0.5492,0.4827,0.098,0,0.0061,0.0684,0.3142,0,0.0869,0.1816,0.1644,0.1091,0,0.1403,0.61,0.2796,2010
47157006400,1321,591,836,84000,49.8,25410,2.24,0.3157,0,0.9788,0.1245,0.1683,0,0.0141,0.205,0.5579,0.5531,0.2775,0,0.0114,0.291,0,0,0.1658,0.2375,0.2241,0.3198,0.0457,0.1938,0.4061,0.3063,2010
47183968700,1322,599,527,84400,43.2,17381,2.21,0.2436,0.0091,0,0.1301,0.2244,0,0.2073,0.7528,0.4796,0.378,0.0985,0,0,0.2187,0.2773,0.0151,0.0267,0.1765,0.1929,0.192,0,0.1908,0.4257,0.1394,2010
47165021007,1334,445,-999,361700,42.5,32487,3,0.1289,0,0.018,0.0539,0.0223,0,0.0405,0.8474,0.524,0.4618,0.0764,0,0,0.1056,0,0.0397,0,0.1107,0.0742,0,0,0.0135,0.2135,0.0177,2010
47183968000,1370,612,568,78500,46.5,20499,2.24,0.1664,0,0,0.0931,0.1386,0.0067,0.0859,0.8323,0.5058,0.5707,0.1046,0,0,0.0882,0.2862,0,0.0147,0.1082,0.1912,0.1977,0.0147,0.1852,0.3415,0.0482,2010
47131965900,1390,588,482,70200,43.7,16994,2.36,0.2583,0,0.0281,0.1158,0.326,0.0053,0.0693,0.7956,0.559,0.4884,0.1224,0,0.018,0.182,0.0823,0,0.1497,0.2849,0.2137,0.2449,0,0.1634,0.3912,0.1198,2010
47157002000,1425,611,593,65600,42.1,14691,2.33,0.1804,0,0.8,0.1453,0.2264,0.0106,0.0531,0.3097,0.5698,0.5948,0.4026,0,0.0435,0.3584,0,0,0.275,0.0963,0.3558,0.5352,0,0.3323,0.2553,0.1572,2010
47093005906,1430,536,576,265400,43,39095,2.67,0.0902,0,0.0084,0.0373,0.1011,0,0.1039,1,0.5077,0.4293,0.0709,0,0,0.1399,0.1101,0,0.0597,0.0613,0.0587,0.1418,0.1026,0.1414,0.2052,0,2010
47037018203,1448,555,1056,464900,44,48479,2.61,0.2327,0.0297,0,0.0444,0.0228,0.0117,0.0682,0.9148,0.4468,0.3599,0.0775,0,0.018,0.1712,0,0.0028,0,0.0703,0,0.0505,0.1207,0.0392,0.2649,0.0529,2010
47155081101,1457,817,738,156300,49.4,20666,1.78,0.2526,0.0528,0,0,0.2135,0.0476,0.0787,0.7175,0.5251,0.412,0.1065,0,0.0419,0.2827,0.0099,0.0124,0.1824,0.1847,0.1146,0.4737,0,0.2697,0.4137,0.7924,2010
47157000400,1471,614,568,50400,29.3,12026,2.4,0.24,0,0.9048,0.201,0.2769,0,0.0832,0.2074,0.5656,0.5862,0.329,0,0.0653,0.2752,0.0324,0,0.2883,0.2216,0.4507,0.5147,0,0.2961,0.3453,0.3132,2010
47165020207,1473,618,529,111900,41.5,24352,2.38,0.1819,0,0.0699,0.0415,0.2216,0.017,0.2244,0.7101,0.4338,0.4151,0.1052,0,0.002,0.1165,0.1111,0,0.0291,0.1662,0.021,0.2799,0,0.0833,0.3107,0.0844,2010
47157007500,1490,641,627,64900,46.1,13355,2.32,0.2369,0,0.9409,0.3617,0.2872,0,0.0267,0.1188,0.5315,0.6641,0.3947,0,0,0.4072,0,0.0054,0.1201,0.3005,0.3315,0.2995,0,0.2176,0.4805,0.039,2010
47157003900,1497,821,521,-999,40.4,15745,1.82,0.2178,0.1222,0.7268,0.0776,0.4436,0.0657,0.0315,0.8233,0.3694,0.4249,0.0512,0,0.1096,0.3289,0,0,0.4446,0.2271,0.3801,0.9878,0,0.4129,0.2935,0.0868,2010
47133950100,1503,612,611,80700,42.8,16887,2.46,0.1723,0,0,0.0877,0.3223,0.0063,0.1538,0.918,0.5329,0.5155,0.0817,0,0,0.0556,0.3276,0,0.0654,0.06,0.0978,0.1324,0,0.126,0.3578,0.2966,2010
47179060700,1504,0,-999,-999,19.6,3122,-999,0,0.0539,0.0971,0.2395,0,0.0359,0,0,0.5745,0.5869,0,1,0.0073,0,0,0,0,0,0,0,0,0.4192,0,0,2010
47065001400,1507,631,663,94500,36.7,12093,2.13,0.138,0,0.5315,0.1397,0.3009,0.0588,0.015,0.4479,0.5574,0.6692,0.2108,0.1095,0.0763,0.3661,0.0296,0,0.1664,0.2943,0.2988,0.4723,0,0.2662,0.2964,0.2821,2010
47157001400,1517,630,632,34700,37,11306,2.41,0.1312,0,0.766,0.1887,0.4103,0.0825,0.1767,0.6031,0.4555,0.5615,0.2619,0,0.1701,0.3635,0.1665,0,0.227,0.3031,0.2492,0.6302,0,0.3289,0.181,0.2055,2010
47075930200,1527,703,634,81800,52.2,17356,2.17,0.2757,0,0.3752,0.0503,0.3323,0.0224,0.1259,0.931,0.5128,0.4544,0.2077,0,0.1107,0.2475,0.1892,0,0.064,0.225,0.2823,0.1337,0.0142,0.1387,0.5078,0.0952,2010
47103975000,1531,631,764,117200,42.8,23985,2.43,0.2227,0.0098,0.0163,0.029,0.1704,0.0193,0.1399,0.9759,0.5147,0.4484,0.0333,0,0.0314,0.0475,0.2255,0.0013,0.0143,0.1485,0.0614,0.1363,0.0349,0.087,0.3439,0.0761,2010
47187050306,1532,642,-999,283600,50.1,35571,2.31,0.267,0.0568,0.0052,0,0.0756,0.0697,0.0761,0.8783,0.5131,0.4612,0.0841,0.032,0.1201,0.1776,0.0224,0,0,0.0216,0.0425,0.1604,0.0717,0.0589,0.3925,0.0432,2010
47037013900,1567,692,638,87600,35.1,12640,2.26,0.2029,0,0.9821,0.223,0.3327,0.0034,0.1013,0.3185,0.5029,0.4958,0.2789,0,0,0.2616,0,0,0.2775,0.2709,0.4592,0.6084,0,0.3122,0.3569,0.1887,2010
47165020503,1590,775,829,168400,47.8,26484,2.05,0.2893,0,0.017,0.058,0.2058,0.0056,0.1775,1,0.466,0.3728,0,0,0.0157,0.1419,0.0382,0,0,0.2075,0.0283,0.0865,0.0323,0.1953,0.3123,0.0741,2010
47157007822,1594,607,700,68800,43.9,15598,2.63,0.2917,0,0.7823,0.1327,0.3615,0.0482,0.2007,0,0.5747,0.3783,0.196,0,0.1794,0.3213,0.1366,0,0.2998,0.3054,0.2547,0.3674,0,0.2418,0.5157,0.1708,2010
47037011900,1598,630,560,102900,30.2,14921,2.54,0.1602,0,0.6821,0.1931,0.2664,0.1525,0.064,0.2188,0.5601,0.6951,0.4762,0,0.1777,0.2968,0.0306,0.0263,0.0635,0.2057,0.2758,0.5571,0.0159,0.3018,0.2587,0.2588,2010
47167040900,1600,678,704,95100,38.5,19824,2.36,0.2706,0,0.1925,0.0166,0.2146,0,0.2939,1,0.4688,0.4629,0.1254,0,0,0.2375,0.1881,0,0.0487,0.1265,0.1819,0.2773,0,0.2042,0.3289,0.0188,2010
47093000100,1606,1035,619,227600,33.4,24988,1.25,0.0909,0.0311,0.127,0.0768,0.1764,0.016,0.0163,0.1818,0.4695,0.3715,0.0705,0.1943,0.0125,0.199,0.0175,0,0.3333,0.1178,0.3671,0.8396,0,0.0817,0.1903,0.0945,2010
47141000500,1609,872,617,163400,44,33562,1.85,0.1628,0.0093,0,0.046,0.0966,0.035,0.0803,0.6579,0.4953,0.4197,0.0321,0,0.0665,0.2294,0,0,0.0252,0.4112,0.1535,0.5264,0.0321,0.1147,0.2833,0.1933,2010
47157020400,1611,334,1185,-999,27.9,27988,3.15,0.1086,0,0.5109,0.1029,0.0118,0.0543,0.1059,0.7624,0.3712,0.4176,0.2605,0.3464,0.1099,0.0958,0,0,0,0.0895,0.0057,1,0,0.1059,0,0.1302,2010
47037015700,1616,598,894,157300,35.7,20599,2.7,0.2457,0.0198,0.0415,0.0737,0.2385,0.2696,0.34,0.4564,0.4245,0.34,0.1254,0,0.3849,0.2692,0,0,0,0.2897,0.1143,0.2124,0,0.142,0.3679,0.0478,2010
47055920700,1619,629,658,98100,44.1,26161,2.57,0.1439,0.0395,0.0426,0.0797,0.1888,0,0.0437,0.7869,0.4676,0.3958,0.0763,0,0,0.1017,0.2488,0.0074,0.0604,0.2415,0.1452,0.0509,0.0541,0.0606,0.3275,0.2138,2010
47113001700,1623,701,580,138300,48,20908,2.32,0.1965,0,0.3832,0.0427,0.2232,0.0277,0.189,0.7644,0.4775,0.3885,0.0556,0,0.04,0.2668,0.1398,0,0.1184,0.0485,0.154,0.234,0,0.1878,0.2939,0,2010
47019071600,1643,654,480,92400,42.4,12882,2.51,0.2191,0,0,0.122,0.3406,0,0.2683,0.6833,0.4352,0.2085,0.0612,0,0.0231,0.2554,0.1948,0,0.0703,0.1956,0.3895,0.2018,0,0.2568,0.4771,0.2676,2010
47065011001,1666,668,376,142000,44.1,20796,2.49,0.1873,0,0,0.1243,0.206,0.008,0.2387,1,0.4382,0.4661,0.0284,0,0.0246,0.0674,0.2043,0,0,0.184,0.09,0.0793,0.0225,0.0339,0.3488,0.0525,2010
47133950200,1669,730,394,85200,43.4,16809,2.29,0.2067,0,0,0.0427,0.3036,0,0.1656,0.8843,0.4871,0.4745,0.0397,0,0,0.0959,0.133,0,0.0795,0.1375,0.109,0.1877,0,0.0971,0.4397,0.1482,2010
47065011900,1678,790,598,115600,37.8,19926,2.12,0.205,0.0256,0.1758,0.0745,0.1671,0.0165,0.0705,0.6147,0.4869,0.495,0.1291,0,0,0.3177,0,0.0131,0.0734,0.2135,0.2092,0.6,0.019,0.1832,0.2316,0.1023,2010
47065001100,1707,716,559,99900,35,14948,2.38,0.1945,0,0.539,0.206,0.2796,0.1875,0.1757,0.5973,0.4323,0.373,0.2374,0,0.2484,0.4288,0.0256,0,0.2458,0.3334,0.4107,0.6578,0.0196,0.2838,0.3031,0.1684,2010
47157011020,1712,628,607,83900,27.3,13628,2.73,0.1653,0,0.8207,0.2166,0.2491,0.0527,0.0891,0.233,0.4533,0.4823,0.2675,0,0.1221,0.2739,0,0.0058,0.1497,0.3361,0.33,0.6194,0,0.1321,0.1624,0.4109,2010
47001020700,1714,670,358,67500,42.8,16297,2.56,0.227,0,0,0.0906,0.3603,0,0.1045,0.8177,0.4936,0.4662,0.1433,0,0,0.2209,0.1943,0.0274,0.1522,0.0913,0.259,0.1657,0.0239,0.3408,0.4493,0.1656,2010
47157011100,1715,633,738,49400,35.6,13923,2.71,0.1522,0,0.9878,0.1731,0.1931,0,0.1324,0.0361,0.4653,0.5242,0.3965,0,0,0.4107,0.0157,0.0047,0.2449,0.1584,0.3364,0.4076,0,0.1914,0.357,0.2896,2010
47065003100,1716,732,618,693200,43.1,20211,1.3,0.1807,0,0.3333,0.1847,0.2276,0.0041,0,0,0.2995,0.3971,0,0.4476,0.0262,0.3033,0.026,0,0.3443,0.1219,0.3847,0.8046,0.0123,0,0.2773,0.0952,2010
47039955001,1724,729,490,73400,43.8,18212,2.36,0.2517,0,0,0.141,0.2364,0.0356,0.1405,0.4846,0.5017,0.3868,0.0988,0,0.0336,0.1399,0.2554,0,0.0274,0.1385,0.1705,0.118,0,0.1207,0.5117,0.4725,2010
47013950300,1726,645,521,37900,33.1,15269,2.68,0.1674,0,0,0.1774,0.2294,0,0.1188,0.7309,0.5203,0.4737,0.1194,0,0,0.1225,0.3408,0,0.0961,0.2132,0.2212,0.1922,0,0.1885,0.4031,0.1547,2010
47113001609,1734,610,493,195700,47.9,53487,2.84,0.1569,0,0.1027,0.0238,0.1129,0.023,0.0671,1,0.4712,0.3878,0.0164,0,0.0594,0.1148,0.0935,0.0023,0.0098,0.1591,0.0871,0.0869,0.1557,0.1,0.2721,0.1609,2010
47157011300,1736,736,646,56600,27.6,9957,2.36,0.1791,0.0634,0.8422,0.2111,0.2702,0,0.0644,0.018,0.4695,0.4507,0.3139,0,0.0109,0.2541,0.0168,0,0.5204,0.1333,0.6205,0.8003,0,0.2797,0.3125,0.2269,2010
47125101904,1740,628,673,210000,47.7,34400,2.77,0.1431,0,0.0385,0.0345,0.2207,0.0054,0.1452,1,0.4632,0.4447,0,0,0.0443,0.1354,0.033,0,0.0398,0.1911,0.0132,0.121,0.0159,0.0645,0.2532,0.0141,2010
47157001500,1753,781,763,62600,40.5,12772,2.24,0.1757,0,0.7924,0.2487,0.2008,0.0622,0.0724,0.027,0.5796,0.5431,0.3355,0,0.0582,0.5134,0,0,0.1549,0.1752,0.4934,0.475,0,0.3328,0.3521,0.1788,2010
47165020209,1761,700,587,134200,40.2,22540,2.52,0.2005,0,0,0.0401,0.2513,0,0.1309,0.6029,0.5389,0.4575,0.0086,0,0.0142,0.0643,0.3084,0,0,0.0634,0.0346,0.1757,0.0171,0.0671,0.2186,0.0968,2010
47037013800,1763,710,579,88900,38,10679,2.48,0.2303,0,0.9745,0.1655,0.3211,0,0.1635,0.3304,0.4657,0.5597,0.2423,0,0,0.4211,0,0,0.1141,0.1775,0.5548,0.4549,0,0.228,0.231,0.1446,2010
47065000800,1768,508,592,108500,34.8,18865,2.39,0.1369,0,0.25,0.1634,0.2484,0,0.085,0.0731,0.4395,0.2984,0.1752,0.3133,0,0.2697,0.0267,0,0.0787,0.1874,0.4497,0.6201,0.0177,0.0922,0.2106,0.2463,2010
47065010434,1774,762,798,109100,48.9,27236,2.33,0.2492,0,0.0389,0.0597,0.1652,0.0213,0.0661,1,0.5287,0.4961,0,0,0,0.0669,0.0412,0,0.0827,0.1661,0.0851,0.2428,0.0315,0.2876,0.5197,0.1281,2010
47087960100,1774,824,391,74000,43.5,18925,2.15,0.2745,0,0,0.0878,0.226,0,0.2316,0.8233,0.4831,0.4114,0.0485,0,0.0197,0.2087,0.1943,0,0.068,0.1224,0.2249,0.25,0.0206,0.1886,0.3981,0.2413,2010
47157002400,1800,577,623,63200,33.3,9131,3.12,0.2322,0.0139,0.7417,0.1695,0.554,0.1581,0.138,0.4116,0.5378,0.4405,0.3553,0,0.2117,0.5563,0,0,0.3172,0.2892,0.526,0.6776,0,0.3459,0.4055,0.4154,2010
47037012600,1801,696,663,91500,25.9,10309,2.59,0.2071,0.0122,0.8151,0.024,0.3553,0.0144,0.0679,0.2902,0.5636,0.6156,0.4583,0,0,0.352,0,0,0.3333,0.3462,0.4445,0.6925,0,0.2645,0.2213,0.2009,2010
47177930900,1815,685,498,92800,40.5,16420,2.65,0.1625,0,0,0.1157,0.2964,0.0539,0.1128,0.9318,0.4584,0.3731,0.0394,0,0.0623,0.2277,0.2347,0.0028,0.0511,0.1616,0.2463,0.0905,0.0219,0.1423,0.3737,0.1626,2010
47065010901,1818,676,792,78200,45.6,19531,2.24,0.1579,0.071,0.071,0.0759,0.2665,0.0175,0.2484,0.3028,0.4956,0.4699,0.1627,0.1672,0.0083,0.2929,0.0202,0,0.1257,0.1933,0.2236,0.5133,0.0222,0.1161,0.2485,0.0914,2010
47065001300,1821,655,543,82600,32.2,12370,2.78,0.1334,0,0.5129,0.0894,0.3465,0.0628,0.0521,0.2659,0.5217,0.5337,0.2962,0,0.1774,0.2122,0,0,0.1313,0.1543,0.3801,0.626,0,0.4568,0.2397,0.2436,2010
47153060102,1825,606,717,125900,49.7,20233,3.01,0.2592,0,0,0.1588,0.3039,0,0.1136,0.8746,0.5595,0.4685,0.165,0,0,0.3284,0.1875,0,0.1122,0.0531,0.1742,0.0809,0.0264,0.1084,0.5033,0.2716,2010
47139950201,1826,754,562,154000,44.8,17961,2.27,0.2777,0,0.0088,0.2136,0.1747,0,0.2623,0.9486,0.4814,0.3396,0.0133,0.0624,0.0071,0.2812,0.172,0,0.0172,0.0759,0.0553,0.1605,0,0.1774,0.4443,0.2757,2010
47037017100,1840,820,611,239500,35,33831,2.24,0.1701,0.0799,0.388,0.0631,0.0788,0.0342,0,1,0.538,0.4326,0.0988,0,0.0065,0.2293,0,0,0.0329,0.1402,0.131,0.3329,0.0512,0.1708,0.2085,0.0869,2010
47125100200,1842,850,569,68000,32.6,16760,2.17,0.1596,0.0141,0.2041,0.089,0.2689,0.0757,0.2288,0.4343,0.4663,0.3663,0.2118,0,0.0695,0.2718,0.0462,0.0608,0.1035,0.2723,0.2432,0.6153,0,0.1235,0.2529,0.1466,2010
