GEOID,Year,Total_Pop,Total_HH,QAGEDEP,QFEMALE,MEDAGE,QBLACK,QNATAM,QASIAN,QHISP,QFAM,QFHH,QED12LES,QRICH,QSSBEN,PERCAP,QCVLUN,QEXTRCT,QSERV,QFEMLBR,QUNOCCHU,QRENTER,PPUNIT,QMOHO,QNOAUTO,MDGRENT,QHSEBRDN,MDHSEVAL,QNOHLTH,QESL,QPOVTY,QGROUP
47001980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47009980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47009980200,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47017980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47029980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47031980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47037980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47037980200,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47065980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47065980200,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47145980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47155980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47157980200,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47157980300,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47161980100,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47161980200,2014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47053980100,2014,18,4,0,0.5,24.5,0,0,0,0,1,0,0,0,0,-999,0,0,0,0.4444,0,0,4.5,0,0,-999,0,-999,0,0,0,0
47157980100,2014,68,0,0.2059,0.1912,40.5,0.6029,0,0,0,0,0,0.4118,0,0,7209,0.5185,0,1,1,0,0,-999,0,0,-999,0,-999,0.3971,0,0.7941,1
47125980100,2014,224,0,0,0.1161,24.1,0.2009,0.0268,0.0759,0.2188,0,0,0,0,0,24971,0,0,0,0,0,0,-999,0,0,-999,0,-999,0,0,0,1
47157980400,2014,356,0,0,0.3174,29.3,0.7472,0,0,0.0562,0,0,0.4706,0,0,14840,0,0,0,0,0,0,-999,0,0,-999,0,-999,0,0.0084,0,1
47157004500,2014,565,146,0.1168,0.5982,20.9,0.9292,0.0071,0,0,0.1192,0.6027,0.5177,0,0.2671,7698,0.1184,0.0597,0.3582,0.7612,0.5576,0.863,3.63,0.0121,0.4932,600,0.3562,70000,0.2973,0.0077,0.4409,0.0619
47025970400,2014,717,313,0.2497,0.4993,48.1,0,0,0.0098,0,0.9681,0.0671,0.4162,0,0.5335,14210,0.1653,0.2921,0.1634,0.3861,0.1763,0.0895,2.29,0.4553,0.0735,575,0.1438,45800,0.1381,0,0.3529,0
47065010902,2014,770,380,0.2429,0.4571,48.8,0,0,0,0,0.5882,0.0658,0.1244,0.0447,0.3579,27742,0.0981,0.0363,0.0634,0.4773,0.0256,0.3237,2.03,0.1333,0.0895,580,0.1632,89600,0.3117,0,0.2338,0
47037016000,2014,886,341,0.1749,0.5643,35.2,0.8521,0.0203,0.0181,0.0034,0.2639,0.434,0.2139,0,0.2845,14379,0.2929,0.0518,0.2104,0.5793,0.1958,0.8035,2.53,0,0.3196,823,0.4194,111900,0.2609,0,0.4295,0.0271
47113001100,2014,898,368,0.1448,0.4065,27.9,1,0,0,0,0,0.3995,0.231,0,0.3098,13881,0.3567,0.0455,0.1788,0.4061,0.277,0.587,2.44,0,0.2174,620,0.3234,47600,0.3285,0,0.3708,0
47157000300,2014,914,313,0.1882,0.6794,41.2,0.9934,0,0,0,1,0.2236,0.2796,0,0.4856,12482,0.2141,0.0659,0.3323,0.7874,0.2384,0.5655,2.92,0,0.2939,865,0.4281,40500,0.267,0,0.3282,0
47091956000,2014,961,434,0.4402,0.4787,57.3,0,0,0,0.0031,0.525,0.1014,0.1874,0,0.5461,18184,0.2066,0.343,0.2025,0.376,0.2619,0.1866,2.21,0.1769,0.0622,746,0.1198,86400,0.1232,0.0011,0.1436,0
47157000200,2014,1000,365,0.18,0.491,28.4,0.968,0.017,0,0,0.2526,0.3589,0.3023,0,0.2411,10237,0.2523,0.0486,0.3131,0.5502,0.2348,0.8493,2.74,0,0.4356,746,0.4384,21700,0.147,0,0.343,0
47165020206,2014,1082,462,0.1978,0.4982,44.8,0.0083,0,0.025,0.0878,0.5971,0.1818,0.1418,0.039,0.3831,39422,0.0165,0.0294,0.1513,0.5903,0.0941,0.145,2.34,0.0392,0.0823,699,0.2056,156800,0.1081,0.0261,0.1054,0
47053967300,2014,1098,401,0.204,0.4818,41.3,0,0.0282,0.0036,0.0109,0.6296,0.0549,0.1072,0.0025,0.394,21123,0.0781,0.1525,0.1695,0.4256,0.2477,0.1796,2.74,0.1201,0.0499,589,0.1546,78300,0.1521,0.0019,0.1812,0
47065002000,2014,1102,652,0.1987,0.5172,38.4,0.4646,0.0127,0.0263,0.0254,0.4261,0.0997,0.2676,0.0261,0.2868,29615,0.0353,0.0183,0.2149,0.5152,0.097,0.6718,1.67,0,0.2653,549,0.2377,175000,0.1479,0.0402,0.3394,0.01
47157005000,2014,1103,404,0.2239,0.5839,28.7,0.9737,0,0,0,0,0.3564,0.4418,0,0.4134,8768,0.281,0.1421,0.0609,0.599,0.2047,0.7351,2.62,0.0118,0.4554,566,0.4406,59800,0.1804,0,0.6709,0.0417
47183968000,2014,1114,492,0.2531,0.439,51.6,0,0,0,0.0027,0.9809,0.0285,0.1586,0,0.4228,21083,0.1686,0.1296,0.0648,0.4817,0.1868,0.1687,2.26,0.2264,0.0874,478,0.1951,88300,0.105,0,0.1912,0
47157005800,2014,1136,365,0.1901,0.5035,27.8,1,0,0,0,0.1517,0.3616,0.2657,0,0.2986,9024,0.4625,0.0199,0.3825,0.7012,0.3303,0.6904,3.11,0,0.2055,646,0.6164,45400,0.3737,0,0.647,0
47053966800,2014,1153,458,0.222,0.4519,41.6,0.0286,0,0.0061,0.0121,0.8418,0.0895,0.1233,0.0218,0.3624,22821,0.0972,0.1722,0.2329,0.3777,0.1865,0.1703,2.52,0.1616,0.0415,450,0.1201,104500,0.1145,0.0142,0.2125,0
47157003800,2014,1202,789,0.0707,0.4218,33,0.3935,0,0.2687,0.0266,0.84,0.0292,0.0745,0,0.2484,17796,0.0701,0.0628,0.2388,0.3752,0.1125,0.9937,1.41,0.0124,0.4487,567,0.2776,-999,0.1333,0.1585,0.3648,0.074
47037017200,2014,1203,572,0.1455,0.4896,41.1,0.0998,0.0191,0.0017,0.1845,0.2479,0.1136,0.2455,0.0122,0.2203,21908,0.0613,0.1571,0.1425,0.4407,0.177,0.5105,2.08,0.0115,0.014,831,0.3077,123000,0.2801,0.0859,0.2253,0.0116
47157007500,2014,1203,485,0.2427,0.5669,45.6,0.9792,0,0,0,0.1172,0.3402,0.1813,0,0.466,14869,0.1848,0,0.3644,0.6978,0.2607,0.3072,2.48,0.003,0.1196,715,0.2804,46900,0.2344,0,0.2869,0
47037014400,2014,1252,621,0.1669,0.5359,26.6,0.7396,0,0.0519,0.0272,0.0605,0.2689,0.1247,0,0.2013,13488,0.2449,0,0.2285,0.6093,0.1458,0.971,1.95,0,0.2351,678,0.3929,-999,0.1124,0.039,0.4446,0.0335
47125100100,2014,1274,363,0.0416,0.3697,24.1,0.1538,0.0188,0.0071,0.1578,0.1477,0.0854,0.1284,0,0.0523,10839,0.0278,0.0286,0.2776,0.2796,0.3278,0.9256,2.45,0.0222,0.157,576,0.2837,102500,0.2497,0.0621,0.4747,0.3014
47131965900,2014,1275,535,0.2557,0.5333,47.1,0.0102,0.0094,0.0149,0.0384,0.7838,0.1477,0.2072,0.0187,0.4224,18511,0.1552,0.2585,0.1088,0.3356,0.1614,0.2112,2.38,0.047,0.0748,653,0.2822,78000,0.2078,0.014,0.1686,0
47113000800,2014,1291,455,0.1774,0.3974,32.5,0.6677,0.0116,0.0046,0.0178,0.3469,0.1275,0.3425,0,0.3758,8528,0.3153,0.0297,0.2327,0.5149,0.3619,0.9143,1.8,0.0295,0.4264,348,0.3604,67000,0.1981,0,0.6876,0.3664
47157011020,2014,1298,565,0.1379,0.4769,34.8,0.8567,0.0023,0,0.0354,0.1319,0.2496,0.1404,0,0.1681,16309,0.169,0.0458,0.1119,0.4424,0.4937,0.5186,2.3,0,0.1929,812,0.377,76000,0.2442,0.0082,0.3633,0
47157002100,2014,1312,547,0.1913,0.5229,31.8,0.9154,0.0038,0,0.003,0.166,0.2596,0.2866,0.0256,0.2212,14827,0.0906,0.0166,0.1347,0.3764,0.0666,0.777,2.39,0,0.351,544,0.3291,98000,0.1974,0,0.4024,0.0015
47157001500,2014,1320,615,0.1924,0.5212,44.1,0.8106,0,0.0409,0.0212,0.1973,0.2878,0.2079,0,0.3659,14158,0.2376,0.0209,0.1841,0.5146,0.3587,0.5122,2.15,0.0052,0.1707,851,0.4553,63200,0.1826,0.033,0.4,0
47157003900,2014,1335,834,0.1094,0.4217,44.6,0.806,0.0127,0.0232,0.0367,0.2618,0.0803,0.2595,0,0.2422,13057,0.22,0.0809,0.3969,0.4752,0.0358,1,1.56,0,0.536,519,0.3357,-999,0.2089,0.0297,0.5908,0.027
47157004600,2014,1341,649,0.2483,0.5518,34,0.8345,0,0,0,0.2669,0.1803,0.2283,0,0.3143,15130,0.1092,0,0.2193,0.5596,0.2114,0.8613,2.02,0.0122,0.2558,820,0.3575,45700,0.176,0.0106,0.3893,0.0216
47125100700,2014,1345,584,0.2855,0.5621,38.4,0.3807,0,0,0.0052,0.589,0.1798,0.181,0.0394,0.3818,27285,0.1907,0.0909,0.102,0.4935,0.1424,0.4247,2.3,0.0059,0.1045,757,0.1849,138500,0.1277,0.008,0.1948,0
47157003700,2014,1357,902,0.3007,0.5475,52.6,0.65,0,0.0044,0.0177,0.061,0.0787,0.237,0,0.4368,16390,0.0643,0.0093,0.2175,0.5706,0.0935,0.9712,1.37,0,0.4634,621,0.3514,200000,0.1554,0.003,0.4439,0.087
47019071600,2014,1366,593,0.2372,0.4832,49.8,0,0,0.0124,0.0051,0.6892,0.0708,0.3866,0.032,0.4722,23760,0.1525,0.2134,0.2155,0.3682,0.4028,0.0742,2.28,0.2236,0.1012,638,0.1602,69400,0.1991,0,0.3155,0.0088
47157001900,2014,1377,558,0.1619,0.4829,47.7,0.9978,0,0,0,0,0.3226,0.3541,0,0.3065,9934,0.3109,0.1142,0.234,0.4373,0.2706,0.5125,2.45,0,0.5627,630,0.491,39400,0.2593,0,0.4586,0.0087
47157011300,2014,1393,737,0.1127,0.4953,32.1,0.7523,0,0.056,0.023,0.0226,0.1886,0.145,0,0.1845,16039,0.111,0.0227,0.188,0.5802,0.2315,0.829,1.77,0,0.4613,734,0.2999,32500,0.1834,0.0166,0.4227,0.0632
47065002300,2014,1414,526,0.2122,0.4675,39.1,0.239,0.0021,0,0.3211,0.9241,0.1521,0.36,0,0.3688,12918,0.1435,0.4111,0.1831,0.323,0.1502,0.6084,2.69,0.0468,0.1274,705,0.3118,55000,0.2744,0.239,0.302,0
47157004300,2014,1421,867,0.0985,0.4975,37.3,0.2463,0.0035,0.0633,0.007,0.7639,0.0311,0.024,0.1084,0.1373,71233,0.0446,0.0321,0.0778,0.4426,0.2203,0.4452,1.64,0,0.0161,1221,0.2157,270300,0.0542,0.0136,0.0922,0
47183968700,2014,1441,643,0.3046,0.4427,45.9,0,0,0,0.018,0.9628,0.0311,0.2643,0.0093,0.5132,18847,0.1347,0.2251,0.0732,0.3865,0.1252,0.1835,2.24,0.1823,0.0249,536,0.1726,84600,0.1579,0,0.0819,0
47157020400,2014,1447,328,0.1721,0.3988,24.7,0.2958,0,0.076,0.1279,0.7006,0.2134,0.0291,0.0305,0.0579,25134,0.1244,0.0421,0.2263,0.6026,0.123,0.9878,3.69,0.0294,0,1302,0.128,-999,0.0681,0.0415,0.0165,0.1645
47165020901,2014,1477,548,0.1578,0.4462,42.1,0.0047,0,0,0.0785,0.5925,0.1004,0.14,0.0748,0.3084,31139,0.0667,0.1534,0.1627,0.4312,0.0535,0.2117,2.7,0.2038,0.0438,679,0.1934,157400,0.149,0.0466,0.1063,0
47157010300,2014,1500,454,0.1347,0.526,27.7,0.966,0,0,0,0.1223,0.4273,0.2888,0,0.1806,11212,0.1834,0.0577,0.2922,0.6203,0.2594,0.5419,3.3,0,0.1938,861,0.2863,43300,0.1453,0.0065,0.45,0
47157011200,2014,1501,604,0.2692,0.545,32,0.9927,0,0,0,0.1462,0.3361,0.3011,0,0.351,10049,0.2634,0.0243,0.4194,0.4901,0.3363,0.75,2.49,0,0.3974,652,0.4868,41200,0.2345,0,0.5722,0
47139950100,2014,1504,632,0.2826,0.4987,45.2,0,0.0246,0,0,0.7993,0.1139,0.2887,0.0285,0.5285,19208,0.1315,0.1514,0.2208,0.4937,0.1717,0.2342,2.38,0.2084,0.0633,575,0.193,113300,0.1536,0.01,0.2646,0
47075930200,2014,1506,629,0.1879,0.5644,50.7,0.3167,0,0,0.0073,0.7192,0.1399,0.3023,0.0461,0.4229,20771,0.061,0.1583,0.17,0.5533,0.1767,0.1733,2.39,0.1846,0.07,629,0.2528,78900,0.1315,0,0.2019,0
47177930900,2014,1515,566,0.2376,0.497,41,0.0007,0.0059,0.0086,0.0455,0.9852,0.0265,0.2726,0.0194,0.3922,18486,0.0959,0.1409,0.1235,0.3809,0.2826,0.1254,2.68,0.3638,0.0212,531,0.2102,84700,0.1482,0.0405,0.1959,0
47157001400,2014,1523,575,0.1241,0.478,32.7,0.9035,0,0,0.0433,0.1631,0.2557,0.2936,0,0.1878,10996,0.1392,0.039,0.4275,0.487,0.2323,0.4922,2.65,0.0801,0.2574,685,0.3322,32000,0.22,0.0487,0.3296,0
47155081101,2014,1525,712,0.3574,0.5475,55.8,0.0039,0,0.0236,0.0256,1,0.1348,0.1556,0.0772,0.5758,30462,0.0412,0.0685,0.2362,0.3933,0.8263,0.493,2.06,0,0.1208,673,0.1475,165200,0.2308,0.044,0.1083,0.0374
47037018203,2014,1553,548,0.244,0.5055,45.6,0.0032,0.0109,0.0097,0.038,1,0.042,0.0456,0.2464,0.3248,58560,0.0133,0.0539,0.0499,0.4367,0.0696,0.115,2.83,0.0221,0.0091,1222,0.2299,497200,0.067,0.0034,0.0225,0
47165020207,2014,1560,632,0.2827,0.4571,43.6,0.0026,0,0.0038,0.0109,0.7672,0.0997,0.2361,0.0206,0.5396,22521,0.1264,0.2514,0.1248,0.3345,0.1629,0.2168,2.47,0.0993,0.0506,835,0.1646,121900,0.1013,0.0223,0.0902,0
47113001700,2014,1606,555,0.1986,0.5679,43.5,0.5342,0,0,0,0.7606,0.0901,0.0982,0,0.3748,18600,0.073,0.1266,0.2166,0.4684,0.1886,0.2036,2.89,0.1199,0.0865,748,0.1369,91300,0.0286,0.0026,0.1196,0
47065003100,2014,1629,829,0.1172,0.3395,38.8,0.3192,0,0.0184,0.0282,1,0.0048,0.2438,0.0422,0.1966,32794,0.0904,0,0.1313,0.3249,0.1609,0.7551,1.27,0,0.3124,653,0.2075,478400,0.1008,0.035,0.308,0.3554
47019071100,2014,1630,667,0.1908,0.4301,42.6,0,0,0.0061,0.0258,0.8984,0.087,0.145,0.024,0.3523,20616,0.0402,0.1121,0.1601,0.383,0.1371,0.1349,2.44,0.2962,0.0135,523,0.1934,115900,0.2049,0,0.2007,0
47061955100,2014,1630,632,0.3117,0.5184,48.8,0.016,0.0049,0,0.0031,0.6039,0.1266,0.1481,0.0332,0.5174,21297,0.0285,0.1157,0.2124,0.3903,0.2458,0.3244,2.35,0.1635,0.068,575,0.0522,129500,0.1327,0,0.1253,0.0902
47167040900,2014,1636,623,0.2176,0.53,40,0.2482,0,0,0.0049,0.5956,0.1477,0.1619,0.0177,0.3612,21777,0.0779,0.1747,0.1689,0.5182,0.0757,0.2616,2.63,0.1884,0.0578,564,0.1669,120100,0.1241,0,0.1422,0
47087960100,2014,1637,744,0.2859,0.4997,49.7,0,0,0,0,0.5904,0.1478,0.2484,0.0161,0.4274,24419,0.2036,0.1805,0.1898,0.4323,0.3375,0.2406,2.2,0.1986,0.0511,406,0.1747,113800,0.135,0,0.3093,0
47037013900,2014,1641,686,0.1584,0.4857,34.8,0.9336,0,0,0.0085,0.2852,0.2187,0.3279,0.0058,0.3819,11059,0.1687,0.0773,0.3414,0.5717,0.1446,0.6618,2.39,0.0075,0.3426,746,0.4504,102000,0.1889,0.0057,0.4569,0
47157011700,2014,1641,548,0.2389,0.4851,36.1,0.9939,0,0,0,0,0.3978,0.3174,0,0.2682,11857,0.3647,0.0694,0.2731,0.5116,0.1869,0.5109,2.77,0,0.2591,698,0.2993,72700,0.2202,0,0.3896,0.0756
47065000800,2014,1643,707,0.1442,0.4723,33.4,0.2611,0,0,0.0097,0.3785,0.1457,0.133,0.0255,0.1867,28512,0.0621,0.0442,0.2285,0.4161,0.1957,0.5403,2.19,0.0102,0.0736,886,0.2093,120800,0.1662,0.0337,0.2217,0.0584
47053966600,2014,1648,660,0.1887,0.5085,40.9,0.1074,0,0.0006,0.0182,0.7341,0.0455,0.1116,0.0273,0.2894,25712,0.0882,0.1882,0.1059,0.4301,0.1451,0.2379,2.5,0.1826,0.0333,672,0.1333,85900,0.1618,0.0019,0.0576,0
47133950200,2014,1657,671,0.2619,0.5136,46.8,0,0,0.0036,0.0199,0.8522,0.0775,0.2996,0.0119,0.4337,21194,0.0992,0.2492,0.1957,0.4083,0.261,0.1401,2.47,0.1982,0.0596,623,0.1013,89000,0.1135,0.0038,0.1865,0
47037013000,2014,1664,0,0.0415,0.0216,39.9,0.4796,0.0042,0.0084,0.0264,0,0,0.2997,0,0,4360,0,0.2308,0.1538,0,0,0,-999,0,0,-999,0,-999,0.9565,0.0174,0.3478,1
47037015700,2014,1676,593,0.1987,0.5084,31.9,0.139,0,0.0346,0.2953,0.5628,0.1653,0.1572,0,0.3204,19482,0.0684,0.0842,0.3207,0.5462,0.0482,0.344,2.83,0.0289,0.0304,870,0.2799,124100,0.1736,0.1178,0.1468,0
47157006400,2014,1679,644,0.1572,0.6224,49.3,0.8761,0,0.0095,0,0.1506,0.3851,0.1447,0.0311,0.3509,18412,0.2826,0.1241,0.2446,0.5899,0.2146,0.5217,2.61,0,0.0916,818,0.2857,69600,0.2245,0.0018,0.3627,0
47009011401,2014,1693,696,0.3018,0.4808,50.1,0,0.0732,0.0053,0.0278,0.9423,0.0747,0.2049,0.0144,0.5388,19393,0.0633,0.1577,0.4194,0.3414,0.4558,0.273,2.43,0.183,0.0172,778,0.1537,165800,0.1317,0,0.1595,0
47103975000,2014,1696,721,0.2252,0.4688,45.5,0.0324,0.0088,0.0012,0,0.9583,0.0402,0.1435,0.018,0.4438,21479,0.0506,0.1857,0.1117,0.4571,0.1655,0.2233,2.35,0.2153,0.0583,827,0.1165,116500,0.1309,0,0.1221,0
47131965800,2014,1707,691,0.1541,0.4757,45.5,0.0088,0,0.0012,0.0808,0.8028,0.0637,0.2046,0.0362,0.2735,24903,0.0648,0.1455,0.1667,0.3897,0.1644,0.2026,2.45,0.185,0.042,763,0.1751,87400,0.1541,0.0661,0.1295,0.0064
47065011001,2014,1719,679,0.2269,0.4526,49.3,0,0.0029,0.0489,0,0.8152,0.1399,0.2002,0.0781,0.4978,31414,0.1023,0.0398,0.1442,0.4245,0.1284,0.1517,2.53,0.2683,0.0692,755,0.1546,175000,0.0977,0.0036,0.1576,0
47013950300,2014,1726,677,0.2103,0.5006,42.6,0,0.0064,0,0,0.8897,0.0591,0.3959,0.0325,0.4845,16967,0.1252,0.1394,0.1599,0.4331,0.1663,0.2142,2.55,0.2746,0.0399,570,0.1861,56800,0.1506,0,0.2549,0
47029920400,2014,1733,775,0.251,0.4639,48.7,0,0,0,0,0.6126,0.1226,0.2557,0.0181,0.5032,21015,0.229,0.1273,0.1616,0.4808,0.2446,0.1587,2.24,0.3021,0.071,590,0.1497,83300,0.1633,0.0165,0.3086,0
47113001609,2014,1739,641,0.2082,0.4905,48.1,0.1259,0,0,0,0.8036,0.0811,0.075,0.0671,0.3744,31790,0.0591,0.1325,0.1283,0.4561,0.1035,0.0608,2.71,0.1105,0.014,738,0.195,177400,0.092,0.0029,0.1311,0
47157011100,2014,1740,678,0.1943,0.5063,40.2,0.9948,0,0,0,0.1837,0.3083,0.2738,0,0.3496,13237,0.0498,0.1402,0.2669,0.598,0.2818,0.5221,2.57,0.0212,0.2596,865,0.4086,42000,0.1764,0,0.3908,0
47093005906,2014,1746,618,0.1684,0.543,42.6,0,0,0.0069,0,0.9362,0.034,0.0675,0.1974,0.2314,49972,0.092,0.078,0.0768,0.4459,0.1133,0.0939,2.82,0.1062,0.0194,1164,0.0971,290900,0.0481,0.003,0.0597,0.0011
47065001100,2014,1748,730,0.1281,0.4336,30.8,0.6648,0,0,0.0555,0.2939,0.2247,0.1544,0.0082,0.2726,15823,0.1127,0.0382,0.2903,0.3605,0.1695,0.6178,2.31,0,0.2822,607,0.4795,139500,0.2578,0.0405,0.4062,0.0355
47001020700,2014,1754,645,0.2406,0.4875,41.9,0,0.004,0,0,0.5374,0.1287,0.2923,0.0078,0.4837,18615,0.0665,0.0957,0.3546,0.4034,0.1054,0.231,2.72,0.2441,0.1039,531,0.1767,55400,0.1123,0,0.2395,0
47157007822,2014,1756,701,0.2517,0.5148,40.3,0.7876,0,0,0.1862,0.1016,0.291,0.241,0,0.2853,13947,0.1975,0.2288,0.3009,0.3558,0.0553,0.4237,2.5,0.0809,0.1141,735,0.2796,55800,0.279,0.0886,0.3998,0
47037016100,2014,1760,887,0.1068,0.4858,38.6,0.596,0,0.0097,0.0119,0.2786,0.2198,0.222,0,0.2232,17359,0.169,0.0969,0.2712,0.5387,0.1295,0.6809,1.98,0.0059,0.1973,617,0.3878,116100,0.2136,0.0476,0.2983,0.004
47065001300,2014,1766,625,0.1342,0.5198,31.7,0.6268,0,0,0.1704,0.259,0.2832,0.3231,0.0064,0.2976,14147,0.14,0.0638,0.344,0.5235,0.2621,0.5728,2.79,0,0.192,783,0.3008,98400,0.1472,0.0692,0.4994,0.0142
47031970300,2014,1783,642,0.1856,0.4902,44,0,0.0022,0,0.0039,0.8084,0.0841,0.1514,0.0249,0.3754,23902,0.0969,0.1142,0.1279,0.447,0.1108,0.1449,2.78,0.2368,0.0358,939,0.1807,144900,0.0656,0,0.1335,0
47157000400,2014,1786,658,0.1629,0.4877,34.3,0.9619,0,0,0,0.5532,0.2432,0.2556,0,0.2644,11042,0.2446,0.0935,0.2446,0.4766,0.3022,0.6596,2.68,0.0244,0.3359,738,0.3678,50600,0.1769,0,0.4761,0.0118
47165020403,2014,1791,692,0.1854,0.4975,40.2,0.0486,0,0,0,0.6913,0.1329,0.1323,0.0159,0.3801,23748,0.0651,0.147,0.1538,0.4523,0.0859,0.1908,2.59,0.1361,0.0968,771,0.2876,175000,0.0681,0,0.158,0.0011
47125100200,2014,1805,741,0.1601,0.5241,28.3,0.0981,0.0044,0.0061,0.0476,0.3722,0.1673,0.1624,0,0.1849,17401,0.1466,0.0882,0.16,0.5329,0.2233,0.5506,2.42,0,0.0729,667,0.1943,89600,0.2424,0.0137,0.2909,0.0055
47187050304,2014,1807,722,0.2972,0.5296,47,0,0.0199,0.0692,0,0.8947,0.0512,0.035,0.2729,0.4252,56374,0.0428,0.008,0.0719,0.4121,0.1184,0.2175,2.44,0,0.1994,2001,0.2715,675700,0.0244,0.0023,0.0455,0.0266
47159975300,2014,1812,731,0.2075,0.4625,45.2,0,0.0044,0,0,0.7838,0.0561,0.1624,0.0287,0.3625,22573,0.0593,0.1094,0.1308,0.3769,0.2495,0.1464,2.48,0.192,0.0301,585,0.093,104700,0.1065,0,0.1523,0
47113001401,2014,1817,753,0.1805,0.4926,46.5,0.2856,0.027,0,0.0391,0.5907,0.1647,0.1646,0,0.3958,18659,0.1633,0.122,0.2439,0.5122,0.0727,0.3028,2.28,0.2094,0.0943,689,0.2138,80500,0.1668,0.0126,0.2371,0.0539
47187050403,2014,1817,688,0.1827,0.5443,47.9,0.0088,0,0.0149,0,0.8632,0.0785,0.004,0.2166,0.2703,53608,0.0242,0,0.07,0.5237,0.0255,0.0596,2.64,0.0142,0,1175,0.1134,370100,0.0275,0.0191,0.0418,0
47037013500,2014,1821,905,0.1801,0.5173,29,0.2372,0,0.0143,0.0758,0.2296,0.1492,0.1689,0.0431,0.1149,29267,0.1235,0.0653,0.2136,0.541,0.1712,0.6221,2.01,0.0027,0.126,890,0.3304,209400,0.2239,0.0365,0.2586,0.0005
47157003600,2014,1821,967,0.1625,0.4624,33.9,0.2537,0,0.0659,0.1571,0.4537,0.1055,0.1579,0.0238,0.1913,24253,0.0436,0.0779,0.2308,0.5071,0.2422,0.787,1.8,0.0204,0.2068,665,0.4674,193800,0.3355,0.2005,0.4049,0.0467
47133950100,2014,1828,690,0.2741,0.5038,40.8,0,0,0,0,0.5109,0.1478,0.2163,0.0145,0.4203,17951,0.0884,0.1463,0.1803,0.5034,0.2308,0.1899,2.65,0.2899,0.0246,735,0.1478,98500,0.0744,0.008,0.2596,0
47099960900,2014,1831,777,0.3332,0.497,45.3,0,0.0055,0,0,0.9525,0.0463,0.2167,0.0116,0.4698,21626,0.1118,0.152,0.0773,0.4273,0.169,0.1377,2.36,0.215,0.0553,650,0.1557,111700,0.0939,0,0.1322,0
47037014300,2014,1835,740,0.1613,0.5324,41.3,0.9199,0,0.0054,0.0027,0.1711,0.2905,0.1605,0,0.3378,15020,0.143,0.0897,0.2883,0.5228,0.2441,0.6419,2.48,0.0215,0.2311,767,0.3203,89300,0.2022,0.0098,0.3232,0
