GEOID,Year,Total_Pop,Total_HH,QAGEDEP,QFEMALE,MEDAGE,QBLACK,QNATAM,QASIAN,QHISP,QFAM,QFHH,QED12LES,QRICH,QSSBEN,PERCAP,QCVLUN,QSERV,QEXTRCT,QFEMLBR,QUNOCCHU,QRENTER,PPUNIT,QMOHO,QNOAUTO,MDGRENT,QHSEBRDN,MDHSEVAL,QESL,QPOVTY,QNOHLTH,QGROUP
47001980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47009980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47017980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47029980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47031980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47037980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47037980200,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47053980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47065980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47065980200,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47145980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47155980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47157980200,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47157980300,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47161980100,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47161980200,2013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
47009980200,2013,10,4,0,0.4,-999,0,0,0,0.6,0,0,0,0,0,-999,0,0.6,0,0.4,0,1,2.5,0,0,-999,0,-999,0,0,0.6,0
47157980100,2013,71,0,0,0.4085,40.5,0.6056,0,0,0,0,0,0.2113,0,0,7106,0.5172,1,0,1,0,0,-999,0,0,-999,0,-999,0,0.8028,0.3944,1
47125980100,2013,160,0,0,0.1313,22.6,0.2,0.0313,0.1,0.1938,0,0,0,0,0,23633,0,0,0,0,0,0,-999,0,0,-999,0,-999,0,0,0,1
47157980400,2013,452,0,0,0.3429,29.4,0.6903,0,0,0.1018,0,0,0.4356,0,0,10352,0,0,0,0,0,0,-999,0,0,-999,0,-999,0.0354,0,0,1
47025970400,2013,667,301,0.2099,0.5007,46,0,0,0.0045,0,0.9915,0.0631,0.4841,0,0.4385,13054,0.1712,0.2011,0.2391,0.4076,0.1798,0.0831,2.22,0.4305,0.0864,-999,0.2159,52600,0,0.3853,0.1664,0
47037016000,2013,752,297,0.1742,0.5426,39,0.8963,0.0186,0.016,0.0053,0.3578,0.4141,0.2261,0,0.3603,10342,0.3927,0.3302,0.0465,0.6047,0.2575,0.7845,2.44,0,0.4209,608,0.5118,109800,0,0.4797,0.2959,0.0372
47065010902,2013,782,415,0.1893,0.4425,47.3,0,0,0,0,0.584,0.2,0.1413,0.0313,0.3831,21662,0.1416,0.1193,0.0596,0.5228,0.0258,0.388,1.88,0.0962,0.1157,582,0.253,102500,0,0.3453,0.3133,0
47157004500,2013,807,166,0.1413,0.6468,18.1,0.9628,0.0037,0,0,0.0688,0.6747,0.4986,0,0.247,4367,0.2721,0.3832,0.0748,0.6355,0.4861,0.8675,4.7,0.0093,0.3614,559,0.2289,62200,0.0042,0.665,0.2007,0.0335
47113001100,2013,916,376,0.1408,0.4072,28.7,0.9662,0,0.0076,0.0262,0,0.4149,0.3126,0,0.2819,11294,0.2192,0.2206,0.0344,0.4384,0.2584,0.6755,2.44,0,0.1888,713,0.4309,45800,0,0.3897,0.2969,0
47091956000,2013,979,401,0.3504,0.4944,50.5,0,0,0.0072,0,0.5556,0.1172,0.223,0,0.5561,17301,0.2195,0.1875,0.2539,0.3906,0.2629,0.1571,2.44,0.1581,0.0574,694,0.1521,106300,0.0076,0.1706,0.1675,0
47157005800,2013,1004,340,0.24,0.508,31.4,1,0,0,0,0.1931,0.3235,0.2926,0,0.4235,8882,0.4133,0.3927,0,0.7247,0.3874,0.6412,2.93,0,0.1882,744,0.6029,43500,0,0.5964,0.3841,0.008
47157005000,2013,1029,395,0.2381,0.5335,33.5,0.9903,0,0,0,0,0.3013,0.4732,0,0.4101,9814,0.3297,0.1297,0.1405,0.4757,0.1872,0.7443,2.47,0,0.4329,615,0.4633,60300,0,0.5996,0.1535,0.0515
47157000300,2013,1044,359,0.1379,0.6609,41.5,1,0,0,0,0.3893,0.2591,0.2914,0,0.5042,10223,0.2362,0.4375,0.0461,0.7829,0.1987,0.429,2.91,0,0.2813,644,0.5487,53100,0,0.4693,0.2002,0
47053967300,2013,1056,389,0.2396,0.4953,37.8,0,0.0114,0.0028,0.0814,0.768,0.0951,0.2058,0.0026,0.4242,20203,0.1071,0.1545,0.1301,0.3984,0.2029,0.1671,2.71,0.1127,0.0283,700,0.0823,78100,0.0213,0.1941,0.1222,0
47157000200,2013,1094,347,0.1773,0.4433,21.6,0.9881,0.0073,0,0,0.1986,0.4611,0.3464,0,0.1614,8768,0.1911,0.3434,0.0275,0.5604,0.299,0.8271,3.15,0,0.4323,718,0.3718,145000,0,0.3976,0.2102,0
47165020206,2013,1094,467,0.1883,0.5027,44.5,0.0548,0,0.0155,0.1088,0.5019,0.2398,0.1423,0.0086,0.4304,24658,0.0162,0.1193,0.0679,0.572,0.1155,0.1242,2.34,0.072,0.0792,686,0.2398,148100,0.0162,0.1033,0.0987,0
47065002000,2013,1146,641,0.1745,0.4991,39.1,0.5986,0.0105,0,0.0253,0.041,0.1685,0.3644,0.0218,0.3448,24548,0.0922,0.2627,0.0263,0.5184,0.1097,0.7036,1.75,0,0.3385,483,0.234,152100,0.0292,0.5035,0.1632,0.0201
47113000800,2013,1155,460,0.1913,0.4242,33.1,0.6476,0.0035,0.0043,0.0303,0.3154,0.1087,0.3429,0,0.3522,9932,0.3106,0.1374,0.022,0.5824,0.385,0.8717,1.55,0.0241,0.3739,361,0.3239,79400,0.0046,0.646,0.1897,0.3818
47037014400,2013,1156,520,0.1548,0.5407,25.3,0.7465,0,0.0571,0.0138,0.0736,0.3173,0.1156,0,0.1596,13500,0.2643,0.1856,0,0.5509,0.164,0.9673,2.1,0,0.2327,710,0.3827,-999,0.0329,0.4451,0.0675,0.0554
47183968000,2013,1160,514,0.2328,0.4603,52.1,0,0,0,0.0017,0.9583,0.0623,0.1351,0,0.4086,21362,0.1557,0.1068,0.1044,0.5073,0.1736,0.1576,2.26,0.1849,0.0525,472,0.1926,89500,0,0.1983,0.0922,0
47037017200,2013,1164,573,0.1632,0.4502,46.7,0.0816,0.0163,0.0043,0.1229,0.198,0.0698,0.2117,0.0122,0.2426,23947,0.0435,0.1305,0.1639,0.3703,0.1486,0.4363,2.01,0.0134,0.0192,770,0.2094,108600,0.0511,0.2165,0.2174,0.0103
47125100100,2013,1173,368,0.0367,0.3606,26.2,0.1918,0.0247,0.0128,0.1517,0.1406,0.0625,0.1843,0,0.0652,10245,0.1016,0.2362,0.0201,0.3015,0.3321,0.9076,2.1,0.0145,0.2391,566,0.4592,126900,0.047,0.4936,0.2622,0.3402
47157003800,2013,1177,756,0.0612,0.3866,31.8,0.4928,0,0.2362,0.0314,0.8451,0.0463,0.0739,0,0.246,17569,0.0719,0.1954,0.1109,0.3222,0.1665,0.9947,1.42,0.0143,0.4259,576,0.287,-999,0.1559,0.3597,0.183,0.0884
47157002100,2013,1196,524,0.2032,0.5117,37.8,0.862,0.0042,0,0,0.3056,0.2481,0.3382,0,0.2653,14178,0.1574,0.2588,0.0233,0.4163,0.1149,0.7328,2.27,0,0.4504,563,0.3378,110800,0,0.3562,0.2057,0.0033
47053966800,2013,1209,477,0.182,0.4268,43.3,0.0265,0,0.0066,0.0223,0.8421,0.0943,0.1075,0.0231,0.3711,23556,0.2104,0.2355,0.1255,0.4054,0.186,0.1887,2.53,0.1843,0.0147,421,0.0587,95500,0.0253,0.1977,0.1431,0
47157004600,2013,1219,609,0.2346,0.5587,33.3,0.8523,0,0,0,0.1245,0.2315,0.2082,0.0115,0.3399,20125,0.159,0.2459,0,0.6138,0.2378,0.8867,1.96,0.01,0.2677,813,0.3957,142000,0.0114,0.4307,0.1961,0.0197
47157001400,2013,1241,561,0.1402,0.4496,38.1,0.8388,0,0,0.0508,0.2778,0.1961,0.3022,0,0.2086,12260,0.1013,0.4106,0.0447,0.4979,0.2599,0.5312,2.21,0.1438,0.2674,646,0.3155,31100,0.0574,0.2047,0.2933,0
47131965900,2013,1242,519,0.2174,0.5225,47.6,0.0169,0.0072,0.0032,0.0443,0.8498,0.1156,0.2144,0.0058,0.3873,17445,0.1162,0.1185,0.2241,0.3578,0.1814,0.2197,2.39,0.0615,0.0694,600,0.2389,77600,0.0083,0.1481,0.2134,0
47125100700,2013,1266,539,0.2164,0.6272,34.5,0.4352,0,0,0.0047,0.4946,0.2449,0.1396,0.0315,0.2783,26902,0.155,0.0727,0.0661,0.6727,0.1334,0.4861,2.35,0.0048,0.0575,733,0.1336,153900,0.0067,0.1311,0.0967,0
47157003900,2013,1298,821,0.114,0.4214,46.9,0.7904,0,0.0493,0.0678,0.5,0.0816,0.3065,0,0.3216,13202,0.191,0.4036,0.0838,0.4365,0.0606,1,1.49,0,0.5408,491,0.2631,-999,0.0327,0.5731,0.2125,0.0586
47065002300,2013,1302,501,0.2358,0.5123,39.5,0.1989,0.0046,0,0.308,0.8935,0.0798,0.4534,0,0.3533,12540,0.1986,0.2137,0.3355,0.3611,0.1133,0.5529,2.6,0.0478,0.0719,657,0.3014,60300,0.219,0.3318,0.2757,0
47019071600,2013,1305,577,0.2483,0.4659,45,0,0,0.0146,0.0046,0.6967,0.0745,0.3838,0,0.4766,17839,0.1005,0.2039,0.3059,0.351,0.3735,0.0503,2.25,0.2291,0.0936,458,0.0867,70600,0,0.3602,0.213,0.0069
47139950100,2013,1308,559,0.2836,0.5138,45.8,0,0.0076,0,0,0.8439,0.1342,0.2349,0.0197,0.5242,18963,0.1209,0.1887,0.1164,0.4885,0.2415,0.2129,2.34,0.2537,0.0841,660,0.1717,105100,0.0116,0.2607,0.1537,0
47157004300,2013,1342,864,0.0805,0.4769,37.1,0.2511,0.0045,0.0671,0.0075,0.8,0.0359,0.0228,0.103,0.1123,71426,0.032,0.0951,0.018,0.4124,0.2306,0.4803,1.55,0,0.0185,1165,0.191,259500,0.0137,0.0879,0.0544,0
47157003700,2013,1353,901,0.286,0.5344,52.6,0.6763,0.0037,0.0067,0.0111,0.0625,0.0666,0.2548,0,0.4617,16937,0.0634,0.2218,0.0282,0.5432,0.1044,0.9656,1.34,0.0099,0.4939,625,0.3629,170400,0,0.4301,0.1584,0.1079
47157011020,2013,1373,573,0.1486,0.4559,30.3,0.8674,0.0022,0,0.0313,0.0984,0.2321,0.2252,0,0.164,14961,0.2143,0.164,0.098,0.4385,0.4819,0.5585,2.4,0,0.185,734,0.4084,83700,0.0269,0.3974,0.2629,0
47157007500,2013,1399,546,0.2266,0.5668,42.5,0.9442,0,0,0,0,0.3974,0.2584,0,0.4011,12491,0.2883,0.2716,0,0.6746,0.1482,0.3297,2.56,0.0078,0.0916,644,0.2967,60000,0,0.4086,0.2495,0
47157001900,2013,1403,618,0.1953,0.4854,49.4,0.9957,0,0,0,0.1014,0.212,0.3659,0,0.335,12738,0.1934,0.1804,0.0936,0.4178,0.2057,0.3997,2.25,0,0.4531,661,0.5081,51700,0,0.4032,0.2224,0.0086
47065000800,2013,1405,621,0.1302,0.479,33.1,0.2577,0,0,0.0107,0.3507,0.1465,0.1486,0.0177,0.1884,26028,0.1214,0.1874,0.0534,0.3953,0.25,0.496,2.14,0.0326,0.0596,973,0.256,104100,0.0376,0.2491,0.1587,0.0541
47157020400,2013,1419,303,0.1522,0.4602,23.7,0.3263,0,0.0303,0.1508,0.8745,0.1089,0.0114,0.0099,0.0396,21112,0.1478,0.1084,0.1978,0.3577,0.213,0.9868,3.88,0,0,1331,0.198,-999,0.1089,0.0119,0.0709,0.1705
47157006400,2013,1422,560,0.1955,0.6195,54.3,0.9459,0,0,0,0.0631,0.3411,0.1776,0.0286,0.4089,18536,0.2437,0.2037,0.1559,0.5572,0.3229,0.4839,2.53,0,0.0714,838,0.2518,73000,0,0.3168,0.1768,0.0056
47157010300,2013,1425,448,0.1621,0.5158,29.3,0.9621,0,0,0,0.3123,0.4375,0.2266,0,0.1853,11223,0.1828,0.2763,0.0564,0.6128,0.2797,0.5379,3.18,0,0.2277,831,0.2634,44600,0.0093,0.4281,0.1656,0
47165020901,2013,1431,575,0.1768,0.4857,43.8,0.0328,0,0,0.0783,0.554,0.1165,0.2296,0.0278,0.3791,30381,0.0973,0.1707,0.1976,0.4476,0.048,0.1965,2.49,0.2103,0.0504,659,0.1809,160800,0.0451,0.1607,0.1495,0
47075930200,2013,1436,644,0.1755,0.5717,50.2,0.3169,0,0,0.0146,0.5202,0.1646,0.3097,0.0186,0.3634,18892,0.072,0.1007,0.1634,0.6139,0.1425,0.2236,2.23,0.1864,0.0761,540,0.2562,79700,0,0.234,0.1978,0
47165020207,2013,1441,639,0.2408,0.4434,53.9,0.0021,0,0,0.0146,0.6758,0.1236,0.2727,0.025,0.4773,26726,0.0847,0.1192,0.258,0.2865,0.1744,0.1753,2.26,0.1279,0.0454,850,0.1862,114800,0.0123,0.0599,0.152,0
47001020700,2013,1489,597,0.2371,0.454,47.1,0,0.0034,0,0,0.6121,0.0938,0.3373,0,0.459,14579,0.0736,0.2994,0.1344,0.3707,0.1965,0.1826,2.49,0.1992,0.1106,520,0.1993,48600,0,0.2351,0.0967,0
47037018203,2013,1519,576,0.2291,0.4793,48.1,0,0.0112,0.0066,0.0355,1,0.0486,0.045,0.2118,0.3003,55714,0.0302,0.0396,0.058,0.3989,0.0287,0.1215,2.64,0.0304,0.0104,1179,0.25,485900,0.0048,0.0211,0.079,0
47177930900,2013,1519,573,0.2159,0.4931,40.7,0.0013,0.0026,0,0.0408,0.9558,0.0873,0.2822,0.0105,0.4223,16189,0.1433,0.1169,0.1007,0.3759,0.2802,0.1134,2.65,0.3882,0.0244,515,0.2129,88700,0.0332,0.2344,0.1257,0
47167040900,2013,1525,669,0.2413,0.5167,46.4,0.2807,0,0,0,0.5991,0.1256,0.1709,0.0179,0.3752,21858,0.0982,0.1592,0.1858,0.5237,0.0643,0.2392,2.28,0.1888,0.0852,561,0.1704,116800,0,0.1384,0.1357,0
47183968700,2013,1531,678,0.2867,0.4592,46,0,0.0176,0,0.0163,1,0.0324,0.2348,0.0118,0.4572,18777,0.1715,0.0971,0.2125,0.4432,0.075,0.1917,2.26,0.206,0.0251,577,0.1888,87300,0,0.1208,0.1546,0
47157001500,2013,1538,723,0.2009,0.5143,44.9,0.8218,0,0.0026,0.0137,0.1793,0.2351,0.2147,0,0.3638,12705,0.2921,0.1825,0.0218,0.5079,0.2469,0.5021,2.13,0,0.1867,766,0.5118,53600,0,0.4096,0.1769,0
47155081101,2013,1554,806,0.316,0.6107,55,0.0045,0.0142,0.1062,0.0077,0.7794,0.1799,0.2193,0.0347,0.5931,24903,0.0137,0.3868,0.0476,0.5354,0.8072,0.4926,1.86,0,0.1923,666,0.2953,166300,0.0605,0.1243,0.2368,0.0341
47157011200,2013,1558,597,0.2503,0.5051,35.3,0.9711,0,0,0,0.0827,0.3786,0.3547,0,0.3384,10447,0.2152,0.3984,0.0335,0.4773,0.3497,0.7437,2.61,0,0.4104,664,0.5092,46400,0,0.5952,0.2227,0
47061955100,2013,1574,646,0.3253,0.5114,47.3,0.0159,0.0057,0,0.0089,0.6415,0.1579,0.1764,0.0155,0.5,18380,0.0668,0.2515,0.1083,0.472,0.2506,0.3375,2.23,0.145,0.0991,449,0.1223,102600,0,0.1891,0.096,0.0832
47037013900,2013,1595,687,0.1329,0.5016,34.5,0.9335,0,0,0,0.2626,0.2445,0.2838,0,0.3712,10454,0.2378,0.345,0.0678,0.6008,0.1792,0.6652,2.32,0.0119,0.3843,695,0.3654,111000,0.0116,0.4647,0.2201,0
47065003100,2013,1598,820,0.1402,0.3254,41.3,0.3173,0,0.0144,0.0319,1,0.0012,0.2326,0.0329,0.2146,30140,0.0773,0.0652,0,0.3966,0.159,0.7854,1.24,0.0144,0.3317,602,0.2512,583300,0.0294,0.3153,0.1288,0.3617
47133950200,2013,1616,689,0.2271,0.5074,47.3,0,0,0,0.0192,0.9022,0.0639,0.2946,0.0102,0.4456,20460,0.072,0.1987,0.2746,0.4233,0.2395,0.1292,2.35,0.2307,0.0827,625,0.0726,76800,0,0.1578,0.1151,0
47053966600,2013,1618,630,0.2138,0.5124,40.8,0.0939,0,0.0031,0.0136,0.798,0.0667,0.1522,0.046,0.3508,26961,0.1253,0.1297,0.1584,0.4419,0.1405,0.227,2.57,0.1869,0.0302,713,0.1206,86000,0.0013,0.0556,0.1444,0
47157000400,2013,1622,631,0.1652,0.5049,36.6,0.9821,0,0,0,0.3548,0.2456,0.1857,0,0.2726,12242,0.2424,0.3697,0.0766,0.5709,0.3066,0.6577,2.53,0.0176,0.3645,681,0.3613,55900,0,0.4523,0.2077,0.0166
47093005906,2013,1628,565,0.1499,0.5461,45.1,0,0,0.0092,0,0.9794,0.046,0.067,0.2035,0.2212,50095,0.0794,0.0723,0.0799,0.4734,0.1003,0.0531,2.87,0.0796,0.0248,-999,0.1115,281800,0.0045,0.0524,0.0559,0.0025
47157007822,2013,1630,619,0.2448,0.527,37.7,0.7485,0,0,0.2301,0.1864,0.2456,0.2442,0,0.2714,16068,0.1985,0.3147,0.1917,0.3946,0.1544,0.3861,2.63,0.0956,0.1325,755,0.3102,54800,0.0942,0.3908,0.2687,0
47009011401,2013,1639,690,0.2788,0.4851,50.7,0,0.0665,0.0055,0.0268,0.9804,0.0522,0.2169,0.013,0.5333,20679,0.0307,0.3756,0.1452,0.3957,0.4192,0.2609,2.38,0.1877,0.0145,833,0.1043,163000,0,0.1287,0.1495,0
47113001700,2013,1642,619,0.1657,0.5341,44.8,0.4787,0,0,0,0.861,0.0614,0.148,0,0.3748,19483,0.0575,0.198,0.1208,0.4172,0.1269,0.1809,2.65,0.0987,0.1099,942,0.2553,105000,0.0087,0.1437,0.0536,0
47065010901,2013,1652,679,0.1538,0.4546,30.7,0.0176,0,0.0151,0.0139,0.4275,0.1429,0.2284,0.0162,0.2032,21504,0.0724,0.1627,0.1464,0.3926,0.2456,0.6627,2.25,0.0156,0.0633,948,0.2577,82400,0.0109,0.2006,0.1566,0.0745
47009011501,2013,1665,585,0.1303,0.5129,44.9,0,0,0,0,0.9199,0,0.1783,0,0.4974,19572,0.0626,0.2104,0.1176,0.4427,0.2343,0.1265,2.85,0.2945,0.0889,648,0.159,122700,0,0.1628,0.0505,0
47103975000,2013,1666,708,0.2293,0.4922,45.5,0.036,0.0042,0.0084,0,0.9485,0.0367,0.1427,0.0508,0.4449,23563,0.0413,0.1056,0.1656,0.4628,0.2054,0.2147,2.35,0.257,0.0551,834,0.1059,100400,0.0055,0.1387,0.1182,0
47157002000,2013,1690,634,0.1852,0.5544,29,0.8586,0,0,0.0095,0.1808,0.3801,0.2677,0,0.2886,12417,0.1831,0.3445,0.0652,0.5418,0.1501,0.5789,2.53,0,0.2997,666,0.3454,72100,0.0105,0.4723,0.1259,0.0527
47065001300,2013,1699,619,0.1218,0.5185,35.3,0.6239,0,0,0.1071,0.1982,0.2779,0.3339,0.0048,0.3506,13530,0.1708,0.3539,0.0637,0.5375,0.2718,0.538,2.71,0,0.1922,683,0.2649,93800,0.018,0.4538,0.166,0.0124
47019071100,2013,1706,685,0.1917,0.422,39.3,0,0,0.0059,0.0311,0.8548,0.0642,0.1698,0.0453,0.3416,22330,0.0393,0.1333,0.1415,0.3474,0.1218,0.1518,2.49,0.2359,0.0161,486,0.1752,120400,0.0049,0.19,0.1911,0
47131965800,2013,1710,676,0.1567,0.4865,40.6,0.017,0,0.0023,0.0404,0.895,0.0577,0.1559,0.0459,0.2367,27135,0.0633,0.145,0.1437,0.4152,0.155,0.179,2.52,0.23,0.034,694,0.1746,86300,0.0346,0.1386,0.138,0.0047
47055920700,2013,1725,652,0.1762,0.5507,46.5,0.0603,0,0.0104,0.0081,0.6796,0.158,0.1576,0.0184,0.3727,22156,0.0643,0.1981,0.0647,0.4394,0.2599,0.1334,2.65,0.2213,0.0583,650,0.1319,97800,0.0155,0.2225,0.1991,0
47037015700,2013,1729,600,0.1683,0.4598,35.1,0.1122,0,0.0474,0.3459,0.7163,0.165,0.2092,0,0.2983,19196,0.0613,0.2255,0.2876,0.4052,0.0521,0.3317,2.88,0.0205,0.01,913,0.3017,138400,0.2402,0.1288,0.3227,0
47165020403,2013,1730,702,0.1717,0.5029,40.2,0,0,0,0,0.8632,0.114,0.1298,0.0157,0.3177,23577,0.0467,0.1257,0.1457,0.4616,0.0847,0.1738,2.46,0.1943,0.047,808,0.2906,169000,0,0.141,0.0723,0.0023
47029920400,2013,1746,790,0.2572,0.4433,47.9,0,0,0,0,0.5864,0.1316,0.272,0.0127,0.5139,20988,0.194,0.107,0.1296,0.4588,0.1889,0.1367,2.21,0.3275,0.0468,531,0.1658,91400,0.0119,0.289,0.1426,0
47013950300,2013,1756,687,0.1936,0.5421,38.5,0,0.0034,0,0,0.6587,0.0844,0.3576,0.0116,0.4527,14551,0.1923,0.2095,0.1029,0.4495,0.1326,0.2707,2.56,0.2917,0.083,617,0.1674,52200,0,0.2712,0.2164,0
47157011700,2013,1756,522,0.2346,0.5046,32.2,0.9966,0,0,0,0.0302,0.3966,0.2866,0,0.3123,11124,0.346,0.3278,0.0145,0.5373,0.2679,0.5441,3.14,0,0.318,650,0.2854,70000,0,0.3746,0.2196,0.0666
47087960100,2013,1760,760,0.2949,0.4915,45.8,0,0,0,0,0.8435,0.0816,0.2053,0.0289,0.4382,23689,0.1248,0.1595,0.2316,0.411,0.3304,0.1974,2.32,0.2141,0.0342,483,0.2066,101400,0,0.2182,0.0949,0
47113001609,2013,1761,625,0.1953,0.4787,48,0.1289,0,0,0,0.7871,0.0752,0.091,0.072,0.4,31532,0.0696,0.0665,0.1039,0.4488,0.1246,0.0544,2.82,0.1106,0.0144,818,0.1776,183400,0.0035,0.1266,0.0892,0
47133950100,2013,1764,678,0.2647,0.5159,39.2,0,0,0,0,0.5388,0.1416,0.2605,0.0162,0.3584,17413,0.0749,0.205,0.1091,0.5025,0.2135,0.1681,2.6,0.3445,0.0472,764,0.1652,92300,0.0078,0.2789,0.0573,0
47157003600,2013,1764,967,0.1893,0.4671,36.8,0.288,0,0.106,0.1219,0.5503,0.1127,0.2071,0,0.2192,19059,0.0573,0.369,0.1024,0.4342,0.2837,0.8149,1.74,0.0222,0.2534,638,0.4964,181600,0.1973,0.4585,0.2947,0.0476
47065011001,2013,1768,686,0.2132,0.4695,44,0,0.0023,0.0119,0.0215,0.8766,0.1341,0.21,0.0714,0.3936,29243,0.131,0.1646,0.1068,0.4548,0.1205,0.1808,2.58,0.2872,0.0408,808,0.1297,161900,0.0047,0.1307,0.1205,0
47125100200,2013,1776,741,0.1689,0.491,28.8,0.1312,0,0.0096,0.0349,0.3743,0.1511,0.1576,0,0.17,17880,0.1579,0.1325,0.0821,0.4994,0.2175,0.5992,2.38,0.0127,0.0972,659,0.224,78600,0.0213,0.2382,0.2224,0.0051
47037013800,2013,1779,614,0.258,0.48,26.3,0.9567,0,0,0.0079,0.0794,0.3827,0.2752,0,0.3827,10840,0.2294,0.3249,0.0454,0.6025,0.2118,0.5195,2.88,0.0295,0.1645,687,0.4023,83500,0,0.5755,0.1838,0.0062
47037014300,2013,1784,727,0.1603,0.5325,41.6,0.8851,0,0,0.0157,0.101,0.2572,0.1422,0,0.3618,15023,0.204,0.2401,0.0615,0.5081,0.2574,0.6355,2.45,0,0.2297,793,0.3673,88400,0.003,0.2796,0.2074,0
47099960900,2013,1784,742,0.2881,0.4765,43.4,0,0.0062,0,0,0.9676,0.0431,0.174,0.0108,0.4272,21020,0.0867,0.1337,0.119,0.3717,0.1987,0.0916,2.4,0.1706,0.0512,677,0.1415,107600,0,0.1278,0.0628,0
47187050306,2013,1793,701,0.2934,0.5248,48.1,0.0312,0,0.0273,0.0541,0.6499,0.127,0.0588,0.1027,0.4094,39380,0.0078,0.1015,0.0338,0.4994,0,0.0913,2.45,0.01,0.0071,1947,0.087,284700,0.0418,0.0339,0.0259,0.0418
47157011300,2013,1801,751,0.1366,0.447,27.6,0.8201,0,0.0505,0.0078,0.0081,0.2836,0.1767,0,0.1571,10723,0.19,0.1557,0.0281,0.5835,0.2542,0.8762,2.27,0.0129,0.53,733,0.3049,48300,0.011,0.6101,0.1413,0.0522
47079969200,2013,1804,711,0.2761,0.4933,40.6,0.0255,0,0,0.0194,0.9156,0.0366,0.1592,0.0127,0.4444,18489,0.1286,0.1574,0.1557,0.5164,0.0954,0.2025,2.52,0.3499,0.0169,472,0.097,80900,0.0091,0.1962,0.1912,0.0083
47037013500,2013,1810,894,0.1392,0.4983,29.2,0.347,0,0.0138,0.0265,0.1853,0.1711,0.1971,0.0313,0.0973,27578,0.1197,0.2186,0.0669,0.5397,0.1828,0.5794,2.02,0,0.0984,857,0.3602,209300,0.0328,0.3099,0.2019,0.0011
47187050403,2013,1811,700,0.2126,0.4843,49.4,0.0055,0,0.0039,0,0.8472,0.0643,0.0232,0.1871,0.3557,54823,0.0198,0.0405,0.0333,0.4583,0.0237,0.0557,2.59,0.0126,0,1571,0.1071,359300,0.0114,0.0232,0.016,0
