,GEOID,State Name,County Name,Year,TOTALPOP,TOTALHHOLD,QAGEDEP,QFEMALE,MEDAGE,QBLACK,QNATAM,QASIAN,QHISP,QFAM,QSNGPKIDS,QFHH,QFEMLBR,QED12LES,QRICH200K,QSSBEN,PERCAP,QCVLUN,QSERV,QEXTRCT,QRENTER,PPUNIT,QMOHO,QNOAUTO,QHSEBRDN,QUNINSUR,QESL,QPOVTY,QDISABLE,QUNOCCHU,MDGRENT,MDHSEVAL,SoVI_Score,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
60132,47001020100,Tennessee,Anderson ,2019,3196,1510,0.2369,0.5332,34.6,0.1974,0.0025,0.0491,0.0391,0.4844,0.5156,0.1523,0.5039,0.0696,0.0113,0.2583,26962.0,0.0317,0.2866,0.0,0.7364,2.11,0.0,0.1199,0.2662,0.1036,0.0265,0.1959,0.1665,0.1639,796,163200,0.5887774267064156,0.7560805573901238,-0.2869750233819211,0.2190011134001601,-0.6359211172825285,0.5365918965805814
60133,47001020201,Tennessee,Anderson ,2019,4080,1712,0.2341,0.5194,44.9,0.0358,0.0017,0.102,0.0184,0.8127,0.1873,0.0812,0.4761,0.0274,0.1419,0.3014,49868.0,0.0185,0.0984,0.0,0.3382,2.32,0.0037,0.0152,0.1005,0.0483,0.0457,0.0468,0.0816,0.0985,970,276000,-2.29711436941731,-0.5735595224651064,0.3314352582841269,0.20335274200536707,-2.2544116321740435,-0.003931215067654024
60134,47001020202,Tennessee,Anderson ,2019,3973,1731,0.3053,0.5303,47.0,0.0206,0,0.0297,0.0667,0.946,0.054,0.0485,0.4203,0.0903,0.1023,0.4067,47686.0,0.0442,0.073,0.0,0.357,2.24,0.0,0.1138,0.1837,0.0935,0.0298,0.1822,0.206,0.1654,1007,194200,-0.07048440242560439,0.22393750654245004,1.6541591708243535,0.3790503921715974,-1.8475912161965218,-0.48004025576748366
60135,47001020300,Tennessee,Anderson ,2019,3851,1486,0.2153,0.489,33.7,0.0299,0.0112,0.0,0.0691,0.5175,0.4825,0.183,0.4619,0.0904,0.0114,0.3567,25295.0,0.0112,0.1841,0.0034,0.2537,2.59,0.0153,0.0619,0.0821,0.1231,0.0392,0.0777,0.1641,0.1557,922,107500,-0.006121503065350448,-0.5129414520681003,-0.42672813906228696,0.2697134958926945,0.5045253487155436,0.15930924345679862
60136,47001020400,Tennessee,Anderson ,2019,4275,1877,0.2653,0.4784,40.6,0.014,0.0119,0.015,0.0538,0.389,0.611,0.17,0.4428,0.1118,0.0176,0.4401,21057.0,0.1402,0.2412,0.0,0.3799,2.24,0.0262,0.0554,0.2706,0.1431,0.0714,0.3348,0.2769,0.1793,631,109900,2.1953731219012407,1.0976157259178392,1.0248372007597073,0.6300902006683847,-0.14679474168953113,-0.4103752637551591
60137,47001020500,Tennessee,Anderson ,2019,3655,1434,0.1934,0.5209,36.8,0.1464,0.0096,0.0104,0.0785,0.4047,0.5953,0.304,0.5421,0.1707,0.0,0.3347,19769.0,0.0754,0.2485,0.0,0.4909,2.51,0.0,0.0579,0.1562,0.185,0.0543,0.2792,0.2539,0.1796,758,103800,2.90004757842639,0.5707322744151836,-0.007428375446555711,0.7128810684238699,0.7562918370213061,0.867570774012586
60138,47001020600,Tennessee,Anderson ,2019,2540,917,0.2689,0.5276,41.8,0.0839,0,0.0083,0.1059,0.6088,0.3912,0.1287,0.4922,0.0497,0.0589,0.434,32007.0,0.052,0.1976,0.0,0.1843,2.77,0.0059,0.0109,0.0971,0.0636,0.0,0.0791,0.1782,0.1019,881,157100,1.0797192718585782,-0.6819999836407462,0.6998740209398154,0.16837252972254282,-0.12257427840966581,1.016046983246632
60139,47001020700,Tennessee,Anderson ,2019,1575,571,0.2051,0.4927,44.8,0.0,0,0.0,0.0057,0.7483,0.2517,0.1121,0.4568,0.303,0.0053,0.5517,16830.0,0.0563,0.2088,0.0424,0.1454,2.76,0.2703,0.0508,0.1033,0.1232,0.0,0.2654,0.2844,0.2284,542,55100,0.9401130842119225,0.08951733166456902,0.865611062962172,-0.3560873515609867,1.6176525106192015,-1.2765804694730334
60140,47001020800,Tennessee,Anderson ,2019,4909,1888,0.2495,0.5276,47.4,0.002,0.0008,0.002,0.0134,0.4631,0.5369,0.1557,0.4906,0.2608,0.009,0.4375,22604.0,0.0769,0.1972,0.0072,0.3533,2.54,0.1711,0.1038,0.1748,0.1079,0.0006,0.2988,0.2875,0.1103,546,107500,2.3168854453052914,0.5319490570759061,1.1526025256342909,-0.15810695113756476,0.6941521118301661,0.09628870190249314
60141,47001020901,Tennessee,Anderson ,2019,5473,2220,0.2648,0.5008,45.2,0.0009,0.0004,0.0031,0.0015,0.8178,0.1822,0.0662,0.4431,0.1372,0.0374,0.3982,31503.0,0.0497,0.1856,0.0,0.1883,2.41,0.2166,0.0243,0.0631,0.0713,0.0122,0.0644,0.165,0.2091,833,165700,-0.48926911561132214,-0.604915980123868,0.662074276215989,-0.34318015613096686,0.2769536699564568,-0.48020092552893306
60142,47001020902,Tennessee,Anderson ,2019,6568,2459,0.2463,0.5341,41.0,0.0,0,0.0,0.0245,0.7601,0.2399,0.1415,0.4878,0.1184,0.039,0.4351,27222.0,0.1035,0.2335,0.0,0.1688,2.67,0.3465,0.035,0.0826,0.0652,0.0059,0.1199,0.1787,0.0689,955,138600,0.7733976632629529,-0.7099538719535693,0.4259694281154985,-0.4024867811851135,0.9996251491910807,0.4602437390950566
60143,47001021000,Tennessee,Anderson ,2019,6239,2504,0.2286,0.5342,41.0,0.0184,0,0.0,0.0111,0.6049,0.3951,0.1162,0.4401,0.1185,0.0116,0.387,25518.0,0.0204,0.242,0.0,0.252,2.49,0.198,0.0188,0.1873,0.1103,0.0,0.2148,0.1819,0.0465,760,116600,0.6915397065021449,-0.5104058330313654,0.10560598502031109,-0.08068003331493423,0.7824155057979219,0.39460408203021163
60144,47001021100,Tennessee,Anderson ,2019,4118,1649,0.2958,0.5386,49.7,0.0304,0,0.0051,0.0172,0.8123,0.1877,0.094,0.4983,0.0559,0.0619,0.4536,36767.0,0.0644,0.1128,0.0056,0.171,2.5,0.0585,0.0285,0.0606,0.0503,0.0055,0.0102,0.1693,0.0895,926,195200,0.5293620745743133,-0.9139503795167624,1.246801094450649,-0.3513209641198776,-0.36071657593318956,0.908548899693494
60145,47001021201,Tennessee,Anderson ,2019,5231,1891,0.2149,0.4816,43.3,0.0554,0.0013,0.0036,0.0094,0.7608,0.2392,0.1243,0.4979,0.1642,0.0058,0.4638,24219.0,0.1225,0.1756,0.0057,0.1914,2.57,0.1939,0.0344,0.1253,0.1221,0.0068,0.1604,0.1941,0.0878,645,134100,0.2792223062559856,-0.23286825623932295,0.28521366386993063,-0.38834458472554717,0.8514864078742871,-0.23626492452336206
60146,47001021202,Tennessee,Anderson ,2019,5297,2556,0.3202,0.4908,47.3,0.0264,0.0009,0.0026,0.0293,0.6295,0.3705,0.1721,0.4299,0.1928,0.029,0.3991,23493.0,0.0467,0.2338,0.0059,0.6616,2.02,0.0238,0.1522,0.1897,0.0457,0.012,0.2366,0.227,0.1309,662,147300,1.3462846147656462,0.82581198597742,1.2476834870745719,0.023163568040778883,-0.4362375676511116,-0.3141368586760124
60147,47001021301,Tennessee,Anderson ,2019,3662,1361,0.254,0.4926,44.2,0.0052,0,0.0019,0.0098,0.7412,0.2588,0.1073,0.4164,0.151,0.0294,0.4078,26110.0,0.0732,0.177,0.0197,0.2101,2.69,0.104,0.0309,0.205,0.0967,0.0,0.1543,0.1873,0.1472,828,165700,-0.3242531221564804,-0.04815659220725375,0.5044737568084499,-0.3315253055728323,0.22327138457226073,-0.672316365757105
60148,47001021302,Tennessee,Anderson ,2019,7419,2775,0.2446,0.5011,45.5,0.0249,0.035,0.0108,0.01,0.7821,0.2179,0.0858,0.4339,0.122,0.0335,0.3881,26720.0,0.0326,0.2121,0.0063,0.2479,2.59,0.2226,0.0227,0.1423,0.0841,0.004,0.1579,0.1909,0.0808,884,175600,-0.21377388037384604,-0.5455462109569946,0.394579559574029,-0.19693764520031234,0.4526334870387162,-0.3185030708292843
60150,47003950100,Tennessee,Bedford ,2019,4317,1526,0.2328,0.4962,41.2,0.0514,0.0169,0.0134,0.054,0.8513,0.1487,0.0911,0.4454,0.0904,0.0675,0.3624,34189.0,0.0163,0.0878,0.037,0.1252,2.78,0.1125,0.0197,0.1212,0.0484,0.0142,0.0587,0.1165,0.0768,1118,207700,-2.021148419637323,-1.0454944820859375,-0.2285883883897049,-0.3754717726958394,0.02988293532153074,-0.40147671178737165
60151,47003950200,Tennessee,Bedford ,2019,7500,2577,0.2267,0.5125,37.0,0.0139,0,0.0,0.0089,0.7431,0.2569,0.1467,0.4429,0.1457,0.0291,0.428,25343.0,0.0248,0.1109,0.0422,0.1781,2.9,0.2818,0.0163,0.1544,0.0867,0.0014,0.0584,0.1713,0.122,592,151500,-0.975477255652259,-0.8619970292110949,-0.25036510051003713,-0.6340670114850913,1.1903489658899764,-0.419397080336012
60152,47003950300,Tennessee,Bedford ,2019,3357,1293,0.2207,0.5058,44.8,0.0107,0,0.0113,0.0232,0.8083,0.1917,0.1121,0.4363,0.1902,0.0,0.389,22439.0,0.0602,0.2295,0.0834,0.1516,2.6,0.1692,0.0232,0.1663,0.1066,0.0,0.1647,0.1561,0.162,820,187300,-0.6044683220913039,-0.3358849682113833,0.03274273005779077,-0.3877405693684472,1.1446703029687388,-1.058255817538003
60153,47003950401,Tennessee,Bedford ,2019,5828,1869,0.1726,0.4705,32.3,0.0556,0.0027,0.0,0.1961,0.7055,0.2945,0.0995,0.4735,0.1484,0.046,0.32,23524.0,0.0265,0.1845,0.0,0.2825,3.01,0.0635,0.0139,0.1204,0.1369,0.0461,0.0869,0.1248,0.0865,815,136200,-0.302670568030861,-0.8790520672307678,-0.9429064854605668,1.0661904669516848,0.6492246256519815,-0.19612710794319285
60154,47003950402,Tennessee,Bedford ,2019,7082,2603,0.2167,0.576,38.2,0.1395,0,0.0,0.1645,0.4177,0.5823,0.1679,0.5219,0.2615,0.0,0.358,19192.0,0.0719,0.1972,0.0362,0.4768,2.67,0.1693,0.1026,0.1802,0.1422,0.0671,0.2743,0.1809,0.0822,701,130200,3.3594961171893996,0.06800959095535566,0.20589673889156707,1.1359146060977323,1.1397563911422084,0.8099187901025359
60155,47003950500,Tennessee,Bedford ,2019,6769,2202,0.2141,0.5274,36.1,0.1628,0,0.0,0.2875,0.5305,0.4695,0.2539,0.5433,0.2308,0.005,0.287,20628.0,0.0356,0.1777,0.0027,0.4319,3.04,0.1323,0.0708,0.188,0.0979,0.1231,0.1799,0.1744,0.1327,781,126300,3.670948866544445,-0.4115691121098923,-0.10491602009964113,2.1269981463873764,0.9587784690753203,1.1016573832912817
60156,47003950600,Tennessee,Bedford ,2019,7167,2619,0.2397,0.4713,35.0,0.1376,0.0031,0.0,0.18,0.5389,0.4611,0.1627,0.4205,0.1892,0.0389,0.3692,24326.0,0.0594,0.1497,0.0194,0.5662,2.72,0.1185,0.0473,0.1886,0.1907,0.124,0.1805,0.1402,0.1279,756,168100,1.4218746466053722,0.06802234709659676,0.0029284055509918427,1.8306439123352662,0.24758542696164398,-0.7273054453391263
60157,47003950700,Tennessee,Bedford ,2019,3060,1129,0.1758,0.4722,40.0,0.0219,0,0.0,0.0212,0.7284,0.2716,0.0673,0.3519,0.1937,0.0514,0.3614,26511.0,0.0381,0.1401,0.0906,0.1975,2.71,0.0785,0.0514,0.1399,0.0709,0.0106,0.1634,0.1683,0.0866,659,195600,-3.2697948654495694,-0.2793592386085817,-0.7060091463157024,-0.7488405996734767,0.6254591813559619,-2.1610450622077706
60158,47003950800,Tennessee,Bedford ,2019,3212,1211,0.2422,0.4857,44.8,0.0246,0,0.0,0.0,0.8571,0.1429,0.0347,0.432,0.1223,0.0776,0.398,37239.0,0.058,0.191,0.0232,0.0694,2.65,0.2072,0.014,0.0842,0.0535,0.0,0.0634,0.1217,0.0976,959,160100,-1.9758554972368487,-0.8098376565449577,0.22212508225845198,-0.7121064155894212,0.1280723626962951,-0.804108870057217
60159,47005963000,Tennessee,Benton ,2019,3442,1415,0.3161,0.5389,49.3,0.0015,0.0093,0.0015,0.0264,0.8643,0.1357,0.1194,0.482,0.1687,0.0233,0.5696,25257.0,0.0824,0.1508,0.008,0.1138,2.43,0.322,0.0544,0.164,0.0911,0.0,0.1528,0.2752,0.3319,629,78500,2.4362201385486313,-1.9546254245483145e-05,2.1697282749745295,-0.2356465228500053,0.635050294722519,-0.1328923620441668
60160,47005963100,Tennessee,Benton ,2019,2922,1353,0.27,0.4545,51.6,0.0657,0.0113,0.0079,0.0825,0.9373,0.0627,0.0673,0.4629,0.1506,0.02,0.493,25248.0,0.0603,0.1627,0.0,0.2483,2.16,0.2682,0.0399,0.0761,0.0684,0.0,0.154,0.3155,0.2741,748,86200,0.6053393065727373,-0.16195880874157886,1.4827293292573247,-0.09028137766752257,0.5350812964510772,-1.160231132726563
60161,47005963200,Tennessee,Benton ,2019,2183,860,0.2332,0.5112,44.1,0.0563,0,0.0,0.0174,0.5047,0.4953,0.1279,0.4605,0.181,0.0058,0.4616,21579.0,0.1173,0.2092,0.0658,0.1605,2.54,0.4846,0.0756,0.1221,0.1109,0.0,0.1929,0.2758,0.3558,596,84000,0.3347047793477018,0.4015435310149755,0.7293790240959854,-0.9773485816403674,1.7154054414758304,-1.534274635598722
60162,47005963300,Tennessee,Benton ,2019,3715,1551,0.3384,0.5236,43.1,0.0127,0,0.0,0.0059,0.5362,0.4638,0.1567,0.4782,0.142,0.0593,0.4584,23247.0,0.0375,0.1412,0.0047,0.4262,2.3,0.0736,0.0935,0.2063,0.0636,0.0066,0.2467,0.2655,0.1355,646,96500,1.8884924209528173,0.38547933732340656,1.4576184123776699,-0.24762952446160147,-0.16536623955476282,0.45839043526810513
60163,47005963400,Tennessee,Benton ,2019,3878,1583,0.2439,0.5052,49.5,0.0309,0,0.0,0.0,0.5972,0.4028,0.1434,0.4545,0.2319,0.0,0.5073,18351.0,0.0609,0.1952,0.0287,0.1592,2.43,0.3044,0.0809,0.1876,0.1158,0.0,0.2176,0.2749,0.2101,548,85500,1.5257618375453892,0.24192994637171014,1.1959078447562335,-0.39467555350157185,1.2076950560804132,-0.7250954561613957
60164,47007953000,Tennessee,Bledsoe ,2019,3768,1368,0.2495,0.4623,47.2,0.0138,0.0133,0.0,0.043,0.7802,0.2198,0.0943,0.3371,0.3157,0.0395,0.481,22465.0,0.101,0.1166,0.1949,0.2127,2.75,0.3864,0.0636,0.0885,0.1871,0.0537,0.2342,0.324,0.1689,734,131500,-0.9608328879008461,0.23281283472109476,0.875236168261637,-0.15961354249156795,1.959776427544598,-3.869044775936608
60165,47007953100,Tennessee,Bledsoe ,2019,6325,2212,0.2841,0.4533,44.8,0.0248,0.0406,0.0016,0.0213,0.5155,0.4845,0.1135,0.4323,0.2122,0.0398,0.382,25190.0,0.1007,0.2116,0.1042,0.3531,2.82,0.2003,0.052,0.1623,0.0936,0.0052,0.2446,0.2464,0.112,635,167200,-0.6925886158768404,0.4538454705174832,0.4623655789619602,-0.6635267925184308,0.9043630714851537,-1.8496359443230066
60166,47007953200,Tennessee,Bledsoe ,2019,4743,1314,0.1607,0.3205,41.4,0.0595,0,0.0,0.015,0.8594,0.1406,0.0662,0.3058,0.2183,0.0076,0.4163,16439.0,0.0981,0.1704,0.068,0.1598,2.76,0.3173,0.0426,0.0738,0.1041,0.0035,0.2097,0.2557,0.1919,759,107400,-4.778080628108718,0.23299814372200356,-0.8534350713402274,-1.0416935069859248,1.4580840388042575,-4.5740342323088266
60167,47009010100,Tennessee,Blount ,2019,2898,1125,0.1787,0.5345,32.2,0.2277,0,0.0531,0.0952,0.4624,0.5376,0.2693,0.5077,0.1381,0.008,0.3262,17748.0,0.1257,0.1156,0.0,0.448,2.58,0.0053,0.0293,0.168,0.0929,0.0628,0.2135,0.183,0.1412,797,99700,1.0469380606435412,0.2570970516677523,-0.5666065627327787,0.46428141532840367,0.15814435403541205,0.7340218023447518
60168,47009010200,Tennessee,Blount ,2019,6327,2641,0.2696,0.5006,41.8,0.0571,0,0.0,0.0473,0.6938,0.3062,0.1287,0.5106,0.0813,0.0341,0.4464,28954.0,0.0292,0.2377,0.0,0.2802,2.39,0.1766,0.0841,0.1757,0.1034,0.0152,0.1154,0.1781,0.0483,801,149600,1.159150124964363,-0.4397516189078058,0.5603631928419676,0.07146477085592831,0.3551626915119923,0.6119110886622806
60169,47009010301,Tennessee,Blount ,2019,5837,2561,0.2171,0.4876,35.4,0.1194,0,0.0033,0.0135,0.6076,0.3924,0.0992,0.469,0.1017,0.0355,0.2187,29394.0,0.0501,0.1672,0.0031,0.5834,2.24,0.0792,0.0211,0.1554,0.0815,0.0069,0.1,0.1174,0.1475,625,175300,-2.0613842293019577,-0.1611169798257608,-1.0496723985303835,-0.6003826545944561,0.062664905709651,-0.31287710206100855
60170,47009010302,Tennessee,Blount ,2019,3530,1456,0.2399,0.4935,48.1,0.0615,0.0031,0.0057,0.0346,0.7248,0.2752,0.0893,0.4873,0.1437,0.0639,0.3255,37763.0,0.0261,0.1481,0.0132,0.2576,2.42,0.13,0.0371,0.182,0.0816,0.0144,0.0768,0.0805,0.0945,873,209800,-1.0132208648337693,-0.5575037341322401,0.09900982377286806,-0.22713787916636652,-0.2377965844378013,-0.08979249087022946
60171,47009010400,Tennessee,Blount ,2019,3354,1235,0.2185,0.5182,47.4,0.0018,0,0.0018,0.0414,0.8485,0.1515,0.0737,0.4898,0.1213,0.0243,0.3603,26842.0,0.0223,0.1538,0.0012,0.1992,2.71,0.1972,0.0397,0.1514,0.1294,0.0194,0.1167,0.1377,0.121,829,156800,0.14670587417554465,-0.8152064618284917,0.21912362643339686,0.09717392445341651,0.5135331744527508,0.1320816106644721
60172,47009010500,Tennessee,Blount ,2019,2786,1292,0.2577,0.5355,40.9,0.0678,0,0.0039,0.0506,0.4439,0.5561,0.1726,0.5914,0.1146,0.0217,0.3483,22835.0,0.0269,0.1811,0.0062,0.5217,2.15,0.0462,0.0998,0.2477,0.0531,0.0379,0.1863,0.1845,0.0817,711,156200,1.8748238938475144,0.0033639612011889812,0.17196154406058295,-0.05578168974705253,0.25003173297210446,1.5052483453606904
60173,47009010600,Tennessee,Blount ,2019,4425,1444,0.176,0.5044,30.3,0.0599,0,0.0072,0.0221,0.6575,0.3425,0.1046,0.5173,0.1098,0.0222,0.3753,21503.0,0.0552,0.2319,0.0037,0.455,2.12,0.0,0.0651,0.1669,0.0812,0.0076,0.1265,0.1309,0.1179,715,197100,-0.9423723467849253,-0.14831833737490258,-0.996550055761015,-0.4887298238486877,0.42380745888753407,0.26741841131214594
60174,47009010700,Tennessee,Blount ,2019,5128,1803,0.2022,0.5429,35.8,0.0216,0.0281,0.0082,0.0862,0.7803,0.2197,0.147,0.5242,0.0595,0.0133,0.3871,26504.0,0.0499,0.1607,0.0024,0.2856,2.84,0.0355,0.0222,0.1281,0.131,0.0188,0.1143,0.0961,0.0976,839,162600,0.5282722941027911,-0.8776710577974526,-0.4286752751226119,0.27470174984744367,0.46542568434076587,1.0944911928346461
60175,47009010800,Tennessee,Blount ,2019,3024,1233,0.2778,0.5026,34.8,0.0169,0,0.0,0.0873,0.4925,0.5075,0.2344,0.5499,0.2729,0.0154,0.3366,19954.0,0.0385,0.2163,0.0,0.4298,2.38,0.0644,0.103,0.2449,0.1265,0.0804,0.3405,0.2007,0.1268,815,100400,3.143340771741623,0.4990675005037214,0.39426169481011614,0.999027398339595,0.5702753459436649,0.6807088321445255
60176,47009010900,Tennessee,Blount ,2019,6457,2432,0.1961,0.4734,35.5,0.0248,0,0.0434,0.0698,0.7107,0.2893,0.0868,0.4179,0.0747,0.0078,0.2549,25945.0,0.0348,0.1854,0.0041,0.1661,2.65,0.0273,0.0419,0.1382,0.0503,0.0363,0.1362,0.1078,0.115,990,172900,-2.1456465169224512,-0.5621424250941595,-0.9078776195713169,0.1282506536110942,-0.1585549000202337,-0.6453222258478353
60177,47009011001,Tennessee,Blount ,2019,6067,2251,0.3089,0.5302,46.8,0.0061,0,0.013,0.0354,0.9096,0.0904,0.0609,0.4871,0.0759,0.0151,0.4109,25781.0,0.0642,0.2311,0.0055,0.2843,2.6,0.0643,0.0702,0.1981,0.0391,0.0048,0.1256,0.1589,0.1438,749,188100,1.0068766464221999,-0.2923143280418693,1.0772221199770404,-0.08248374679973104,-0.22434482676162837,0.5287974280483881
60178,47009011002,Tennessee,Blount ,2019,4471,1695,0.2854,0.5408,51.1,0.0054,0.0042,0.0036,0.0,0.6041,0.3959,0.1186,0.5324,0.1347,0.0708,0.433,36756.0,0.019,0.1919,0.0133,0.0785,2.64,0.1006,0.0254,0.0614,0.0705,0.0018,0.1159,0.1405,0.0926,815,189100,1.1866547209872418,-0.7980158398050519,1.185731483820699,-0.3031472559632698,0.03310186061364972,1.0689844723212147
60179,47009011101,Tennessee,Blount ,2019,5121,2010,0.2457,0.4814,45.1,0.0107,0.0037,0.0,0.0109,0.7735,0.2265,0.0667,0.4666,0.0845,0.0776,0.3716,43279.0,0.022,0.1852,0.0046,0.1547,2.55,0.2093,0.0184,0.0448,0.0842,0.0046,0.0552,0.1404,0.1051,925,190700,-1.4930737350758934,-0.9018399905388345,0.26504935464141516,-0.48133366655736404,-0.005762384236933731,-0.3691870483841763
60180,47009011102,Tennessee,Blount ,2019,8982,3383,0.3037,0.5439,45.1,0.0008,0,0.0023,0.0095,0.7883,0.2117,0.0754,0.4862,0.0554,0.0822,0.4585,38412.0,0.0252,0.1223,0.0,0.1561,2.6,0.0143,0.044,0.1318,0.0468,0.0042,0.0762,0.1389,0.0526,1103,227400,0.287045965610612,-0.8277859087529619,1.0770956506765637,-0.3085688555113799,-0.6718083533013142,1.0181134324997043
60181,47009011200,Tennessee,Blount ,2019,9085,3756,0.2211,0.5231,36.9,0.0132,0,0.0119,0.0179,0.7953,0.2047,0.1006,0.4321,0.1194,0.0117,0.3586,25234.0,0.0641,0.2011,0.0,0.4433,2.42,0.1542,0.0527,0.1747,0.0862,0.0134,0.13,0.1264,0.1131,954,161400,-0.635434380385516,-0.2893199875653122,-0.3051916331362711,-0.16941205327898037,0.2854268252910144,-0.15693753169596678
60182,47009011301,Tennessee,Blount ,2019,6050,2215,0.2608,0.5033,45.6,0.0038,0,0.0025,0.0392,0.9229,0.0771,0.1034,0.4464,0.1269,0.0339,0.442,34036.0,0.0379,0.1504,0.0192,0.1377,2.73,0.0863,0.0113,0.0695,0.096,0.0268,0.0552,0.1488,0.0578,767,173800,0.06690709560334104,-1.0537951688382128,0.655510868911568,0.20675763292311664,0.21909202953143198,0.039341733075437264
60183,47009011302,Tennessee,Blount ,2019,5999,2148,0.2354,0.5019,45.8,0.0052,0,0.0032,0.0557,0.7869,0.2131,0.0987,0.4805,0.1251,0.0368,0.3818,28114.0,0.0387,0.2553,0.0231,0.1462,2.79,0.2979,0.0424,0.1383,0.1062,0.0,0.1044,0.1529,0.0871,693,182100,0.1333012655672166,-0.7515014988294226,0.2536336186689892,-0.09221021716741722,0.8840868902180118,-0.16070752732294452
60184,47009011401,Tennessee,Blount ,2019,1624,741,0.3036,0.4735,56.9,0.0055,0.0012,0.0154,0.0111,0.6825,0.3175,0.0688,0.4362,0.1768,0.0135,0.5128,28848.0,0.0242,0.2705,0.0286,0.2065,2.19,0.1659,0.0621,0.1188,0.1644,0.0118,0.121,0.2549,0.4005,781,204300,1.6320877764427992,0.427276765482256,2.2230398441925785,0.2556946809743104,0.07642791748483141,-1.3503514316911769
60185,47009011402,Tennessee,Blount ,2019,4466,1829,0.2969,0.5141,52.9,0.0,0.0054,0.0072,0.0027,0.5595,0.4405,0.1039,0.4696,0.1162,0.029,0.4292,28284.0,0.0313,0.1651,0.0132,0.1482,2.44,0.2342,0.0328,0.1432,0.1386,0.0035,0.1408,0.1783,0.3932,861,174500,1.0022304057206637,0.04316006814087693,1.49488469439611,-0.26839592811417107,0.1890141166182646,-0.45643254532041705
60186,47009011501,Tennessee,Blount ,2019,1671,694,0.2867,0.4835,50.3,0.0,0,0.0,0.0,0.7577,0.2423,0.0865,0.4428,0.1516,0.0,0.5014,26337.0,0.0418,0.1921,0.0095,0.0793,2.41,0.2773,0.0245,0.1052,0.0322,0.0,0.0997,0.1711,0.2272,924,154500,0.1608834856177186,-0.5745546140212361,1.1239863998732007,-0.5548418261508311,0.7045729726533692,-0.5382794467367841
60187,47009011502,Tennessee,Blount ,2019,4026,1591,0.2459,0.5482,44.9,0.0,0,0.0094,0.0616,0.9252,0.0748,0.0585,0.4904,0.1248,0.0849,0.3564,31539.0,0.054,0.2109,0.0,0.1521,2.53,0.3072,0.0245,0.1282,0.0966,0.0122,0.1209,0.0941,0.1334,749,196400,0.18600707880333678,-0.8604978224807296,0.4483796382344577,0.08127850335682424,0.2595510556733703,0.25729570401941415
60188,47009011503,Tennessee,Blount ,2019,7085,2621,0.2754,0.5092,48.0,0.0,0,0.0,0.0323,0.6633,0.3367,0.1042,0.4133,0.0826,0.058,0.4246,39953.0,0.0493,0.0944,0.0,0.1293,2.7,0.1057,0.0263,0.0939,0.082,0.0061,0.075,0.1324,0.1145,627,219000,-0.5250916708763358,-0.667130192219447,0.8609106945904519,-0.21642418812511727,-0.4289948064698344,-0.07345317865238894
60189,47009011602,Tennessee,Blount ,2019,8990,3574,0.2674,0.5224,46.9,0.0228,0.0036,0.006,0.0136,0.8371,0.1629,0.0523,0.4759,0.126,0.0187,0.3853,28928.0,0.0556,0.1513,0.0131,0.1743,2.52,0.1867,0.0076,0.1002,0.1018,0.0088,0.0764,0.1676,0.0705,710,188500,0.3039475135292562,-0.9560515247358882,0.6152560090268387,-0.09939109679122063,0.5168031716661602,0.227330954363366
60190,47009011603,Tennessee,Blount ,2019,4838,1836,0.2152,0.5143,45.2,0.0017,0.0006,0.0076,0.0153,0.8003,0.1997,0.1225,0.4713,0.1309,0.0093,0.3845,27598.0,0.0768,0.1397,0.0197,0.1487,2.64,0.2326,0.0267,0.1285,0.0934,0.0075,0.1251,0.1238,0.0933,863,163300,-0.5447238996187636,-0.7410997721721595,-0.020873434660817786,-0.43955567398275797,0.7583587190115033,-0.10155373781453175
60191,47009011604,Tennessee,Blount ,2019,4145,1542,0.2039,0.5317,41.2,0.0179,0,0.0031,0.0176,0.8633,0.1367,0.1401,0.5118,0.1082,0.0623,0.3671,32030.0,0.0304,0.1501,0.0283,0.2179,2.69,0.0794,0.0447,0.1089,0.0909,0.0101,0.0676,0.1484,0.044,832,221300,-0.6401196802303203,-0.9069075810586019,-0.2099002802665789,-0.4151541574492632,0.38525185392807015,0.5065904846160537
60192,47009011605,Tennessee,Blount ,2019,3524,1441,0.3119,0.5315,55.6,0.0426,0.0028,0.006,0.057,0.8632,0.1368,0.0597,0.4644,0.0814,0.1457,0.4545,48788.0,0.0303,0.1454,0.0227,0.068,2.42,0.1114,0.0035,0.1312,0.0602,0.0065,0.0922,0.153,0.1553,830,327900,0.1712327445494231,-0.630419713326314,1.8588042262201177,-0.08869573798472988,-1.0615383325376582,0.09308230217800768
60195,47011010100,Tennessee,Bradley ,2019,5468,1895,0.2665,0.509,36.8,0.1315,0.0013,0.017,0.1086,0.7717,0.2283,0.0591,0.4464,0.1317,0.0375,0.3367,23603.0,0.0325,0.1892,0.0,0.4512,2.77,0.0628,0.0343,0.1641,0.1035,0.0443,0.1759,0.137,0.04,815,169400,0.5618416064244878,-0.4758520703092016,0.0545503327820136,0.8933544375077428,-0.06221239783827372,0.15200130428220665
